epoch,wall_time,step,value,run
669,1755687482.0703943,40199,0.012626013718545437,"1_1, ld32"
670,1755687487.9408853,40259,0.012738164514303207,"1_1, ld32"
671,1755687493.9279754,40319,0.012839244678616524,"1_1, ld32"
691,1755687613.7784994,41519,0.01249921415001154,"1_1, ld32"
710,1755687727.7726758,42659,0.012242999859154224,"1_1, ld32"
733,1755687865.2774162,44039,0.012176504358649254,"1_1, ld32"
752,1755687979.109339,45179,0.011874943040311337,"1_1, ld32"
765,1755688056.8965945,45959,0.011762806214392185,"1_1, ld32"
768,1755688074.8304164,46139,0.01198807917535305,"1_1, ld32"
771,1755688092.9061701,46319,0.011787023395299911,"1_1, ld32"
773,1755688104.8867126,46439,0.011863501742482185,"1_1, ld32"
794,1755688230.845963,47699,0.011563602834939957,"1_1, ld32"
799,1755688260.8722162,47999,0.01170339621603489,"1_1, ld32"
803,1755688284.7808118,48239,0.011598363518714905,"1_1, ld32"
804,1755688290.8619533,48299,0.011591754853725433,"1_1, ld32"
808,1755688314.8007164,48539,0.011555376462638378,"1_1, ld32"
813,1755688344.9621172,48839,0.011595264077186584,"1_1, ld32"
834,1755688469.9897323,50099,0.011462893337011337,"1_1, ld32"
838,1755688493.7889364,50339,0.011307423934340477,"1_1, ld32"
844,1755688529.7043297,50699,0.0111141512170434,"1_1, ld32"
847,1755688547.6576385,50879,0.011222288012504578,"1_1, ld32"
854,1755688589.3889382,51299,0.0112814512103796,"1_1, ld32"
859,1755688619.252139,51599,0.01148979365825653,"1_1, ld32"
871,1755688691.306907,52319,0.01125013455748558,"1_1, ld32"
874,1755688709.278782,52499,0.01104532741010189,"1_1, ld32"
875,1755688715.2554474,52559,0.011203346773982048,"1_1, ld32"
889,1755688799.7686813,53399,0.011156347580254078,"1_1, ld32"
908,1755688914.2006347,54539,0.010860583744943142,"1_1, ld32"
909,1755688920.2449074,54599,0.010667101480066776,"1_1, ld32"
914,1755688950.3654685,54899,0.010514534078538418,"1_1, ld32"
922,1755688998.4229867,55379,0.010442989878356457,"1_1, ld32"
925,1755689016.474357,55559,0.010570011101663113,"1_1, ld32"
926,1755689022.6318324,55619,0.01050304714590311,"1_1, ld32"
932,1755689058.8547888,55979,0.01033836416900158,"1_1, ld32"
933,1755689064.8544586,56039,0.010313618928194046,"1_1, ld32"
936,1755689083.1566968,56219,0.010249237529933453,"1_1, ld32"
944,1755689131.400764,56699,0.01035180501639843,"1_1, ld32"
969,1755689282.2225628,58199,0.010000070556998253,"1_1, ld32"
993,1755689426.6283672,59639,0.009861902333796024,"1_1, ld32"
1026,1755689624.7883515,61619,0.009301300160586834,"1_1, ld32"
1034,1755689673.0876856,62099,0.009260153397917747,"1_1, ld32"
1050,1755689769.4652197,63059,0.009017493575811386,"1_1, ld32"
1060,1755689829.567557,63659,0.008941357024013996,"1_1, ld32"
1061,1755689835.500257,63719,0.008976549841463566,"1_1, ld32"
1075,1755689919.2970703,64559,0.00887294765561819,"1_1, ld32"
1085,1755689979.449029,65159,0.00869827251881361,"1_1, ld32"
1096,1755690045.5440044,65819,0.008578794077038765,"1_1, ld32"
1099,1755690063.6478438,65999,0.008552588522434235,"1_1, ld32"
1114,1755690153.5920057,66899,0.00844835489988327,"1_1, ld32"
1124,1755690213.759967,67499,0.00830400176346302,"1_1, ld32"
1155,1755690399.678704,69359,0.007893895730376244,"1_1, ld32"
1168,1755690477.2135787,70139,0.007804919499903917,"1_1, ld32"
1174,1755690513.215257,70499,0.007680425886064768,"1_1, ld32"
1176,1755690525.425961,70619,0.007744448725134134,"1_1, ld32"
1178,1755690537.2843244,70739,0.007817713543772697,"1_1, ld32"
1195,1755690639.1150227,71759,0.007698476314544678,"1_1, ld32"
1222,1755690800.744409,73379,0.0072724465280771255,"1_1, ld32"
1227,1755690830.7713325,73679,0.007170885801315308,"1_1, ld32"
1278,1755691135.6246386,76739,0.006689752452075481,"1_1, ld32"
1299,1755691261.3352606,77999,0.006823248229920864,"1_1, ld32"
1316,1755691362.8778074,79019,0.006379670929163694,"1_1, ld32"
1334,1755691470.8037753,80099,0.00648987852036953,"1_1, ld32"
1343,1755691524.5724392,80639,0.006270208861678839,"1_1, ld32"
1352,1755691578.7200058,81179,0.00619644857943058,"1_1, ld32"
1361,1755691632.3962176,81719,0.006041740998625755,"1_1, ld32"
1363,1755691644.4086857,81839,0.006109701469540596,"1_1, ld32"
1381,1755691752.2081325,82919,0.006020157597959042,"1_1, ld32"
1387,1755691788.136287,83279,0.005908220075070858,"1_1, ld32"
1389,1755691800.0812082,83399,0.0058904979377985,"1_1, ld32"
1404,1755691889.68443,84299,0.005705684423446655,"1_1, ld32"
1412,1755691937.7920218,84779,0.0059150513261556625,"1_1, ld32"
1421,1755691991.5623662,85319,0.005754649639129639,"1_1, ld32"
1424,1755692009.414443,85499,0.005806897301226854,"1_1, ld32"
1436,1755692081.6943,86219,0.005607276689261198,"1_1, ld32"
1439,1755692099.5523903,86399,0.005635442212224007,"1_1, ld32"
1449,1755692159.6234765,86999,0.005699161905795336,"1_1, ld32"
1464,1755692249.1461647,87899,0.005420234054327011,"1_1, ld32"
1467,1755692267.0500772,88079,0.005465872120112181,"1_1, ld32"
1476,1755692320.974606,88619,0.005566129926592112,"1_1, ld32"
1524,1755692608.1353273,91499,0.005108066834509373,"1_1, ld32"
1544,1755692727.256628,92699,0.0051157185807824135,"1_1, ld32"
1559,1755692816.5929503,93599,0.0049482835456728935,"1_1, ld32"
1572,1755692894.8742623,94379,0.005030924454331398,"1_1, ld32"
1579,1755692936.754223,94799,0.004867397248744965,"1_1, ld32"
1585,1755692972.4030626,95159,0.004882472567260265,"1_1, ld32"
1594,1755693026.6963956,95699,0.004806116688996553,"1_1, ld32"
1597,1755693044.6841927,95879,0.004858339671045542,"1_1, ld32"
1610,1755693122.5528777,96659,0.005143063608556986,"1_1, ld32"
1619,1755693176.2054577,97199,0.0046123540960252285,"1_1, ld32"
1628,1755693229.9344053,97739,0.004783343989402056,"1_1, ld32"
1636,1755693277.5140111,98219,0.004610809031873941,"1_1, ld32"
1655,1755693390.4386034,99359,0.004528920166194439,"1_1, ld32"
1659,1755693414.4255316,99599,0.004473302513360977,"1_1, ld32"
1674,1755693503.8214748,100499,0.004543724004179239,"1_1, ld32"
1680,1755693539.6279864,100859,0.004329566843807697,"1_1, ld32"
1683,1755693557.6950066,101039,0.004373212810605764,"1_1, ld32"
1684,1755693563.671805,101099,0.004486262798309326,"1_1, ld32"
1689,1755693593.5553496,101399,0.004416787531226873,"1_1, ld32"
1690,1755693599.495474,101459,0.004437234718352556,"1_1, ld32"
1691,1755693605.486806,101519,0.004705892875790596,"1_1, ld32"
1694,1755693623.2142208,101699,0.004359778482466936,"1_1, ld32"
1699,1755693652.91259,101999,0.004254801198840141,"1_1, ld32"
1704,1755693682.5955868,102299,0.004322837572544813,"1_1, ld32"
1722,1755693789.8967001,103379,0.004209699109196663,"1_1, ld32"
1731,1755693843.4837747,103919,0.004315599333494902,"1_1, ld32"
1782,1755694148.5740917,106979,0.004194407723844051,"1_1, ld32"
1787,1755694178.258721,107279,0.003968304954469204,"1_1, ld32"
1793,1755694213.8143284,107639,0.0040129926055669785,"1_1, ld32"
1796,1755694231.5390024,107819,0.0039219981990754604,"1_1, ld32"
1803,1755694273.2286837,108239,0.0038292466197162867,"1_1, ld32"
1804,1755694279.1467407,108299,0.0040169814601540565,"1_1, ld32"
1813,1755694332.7143571,108839,0.003903311677277088,"1_1, ld32"
1817,1755694356.6020684,109079,0.003941077273339033,"1_1, ld32"
1822,1755694386.413742,109379,0.0037551166024059057,"1_1, ld32"
1833,1755694452.2505317,110039,0.003959368448704481,"1_1, ld32"
1844,1755694517.5097837,110699,0.003781648585572839,"1_1, ld32"
1854,1755694577.227269,111299,0.0038506127893924713,"1_1, ld32"
1856,1755694589.2089365,111419,0.0037894556298851967,"1_1, ld32"
1857,1755694595.0819685,111479,0.0037991846911609173,"1_1, ld32"
1880,1755694731.3372314,112859,0.0037984077353030443,"1_1, ld32"
1890,1755694790.7683713,113459,0.0036619852762669325,"1_1, ld32"
1910,1755694909.7232895,114659,0.0036943922750651836,"1_1, ld32"
1919,1755694963.673174,115199,0.003621673909947276,"1_1, ld32"
1925,1755694999.3475897,115559,0.0036203530617058277,"1_1, ld32"
1934,1755695052.9035296,116099,0.0036371604073792696,"1_1, ld32"
1942,1755695100.4626431,116579,0.00407387362793088,"1_1, ld32"
1962,1755695219.3882878,117779,0.0033672021236270666,"1_1, ld32"
2001,1755695451.202389,120119,0.003348477417603135,"1_1, ld32"
2036,1755695659.1869385,122219,0.0031044846400618553,"1_1, ld32"
2058,1755695790.1372728,123539,0.003129590069875121,"1_1, ld32"
2062,1755695813.8830805,123779,0.003085309872403741,"1_1, ld32"
2064,1755695825.8646817,123899,0.0033103146124631166,"1_1, ld32"
2104,1755696063.7251127,126299,0.002961710561066866,"1_1, ld32"
2138,1755696265.150696,128339,0.0027167333755642176,"1_1, ld32"
2144,1755696300.6112666,128699,0.0028329426422715187,"1_1, ld32"
2164,1755696419.5810633,129899,0.002605614485219121,"1_1, ld32"
2169,1755696449.115359,130199,0.0026802157517522573,"1_1, ld32"
2206,1755696668.5666099,132419,0.002260236768051982,"1_1, ld32"
2216,1755696727.8621216,133019,0.002397472271695733,"1_1, ld32"
2232,1755696823.0579913,133979,0.0024802701082080603,"1_1, ld32"
2234,1755696834.8600168,134099,0.0021812929771840572,"1_1, ld32"
2254,1755696953.8323784,135299,0.0020843837410211563,"1_1, ld32"
2269,1755697042.5238364,136199,0.0021313061006367207,"1_1, ld32"
2279,1755697101.46422,136799,0.0020036655478179455,"1_1, ld32"
2293,1755697184.6163275,137639,0.002018527826294303,"1_1, ld32"
2313,1755697303.916163,138839,0.0019423759076744318,"1_1, ld32"
2335,1755697434.3175209,140159,0.002091248519718647,"1_1, ld32"
2368,1755697629.31478,142139,0.0018614126602187753,"1_1, ld32"
2378,1755697688.8256726,142739,0.0018514568218961358,"1_1, ld32"
2380,1755697700.802193,142859,0.002003198256716132,"1_1, ld32"
2386,1755697736.275637,143219,0.0018883624579757452,"1_1, ld32"
2390,1755697760.122154,143459,0.0018934451509267092,"1_1, ld32"
2424,1755697961.4779787,145499,0.0020497192163020372,"1_1, ld32"
2431,1755698002.7553053,145919,0.0017550139455124736,"1_1, ld32"
2450,1755698115.2884758,147059,0.0017664190381765366,"1_1, ld32"
2474,1755698256.9467864,148499,0.001807425171136856,"1_1, ld32"
2479,1755698286.646603,148799,0.0016827827785164118,"1_1, ld32"
2499,1755698404.6002986,149999,0.0017994632944464684,"1_1, ld32"
2529,1755698581.5323484,151799,0.00185984221752733,"1_1, ld32"
2530,1755698587.349622,151859,0.0017636010888963938,"1_1, ld32"
2532,1755698599.1603534,151979,0.0017880930099636316,"1_1, ld32"
2542,1755698658.6113966,152579,0.001802043872885406,"1_1, ld32"
2550,1755698706.1255586,153059,0.00191748037468642,"1_1, ld32"
2559,1755698759.5365934,153599,0.00171205576043576,"1_1, ld32"
2564,1755698788.9694908,153899,0.0017836923943832517,"1_1, ld32"
2566,1755698800.8789618,154019,0.0017422890523448586,"1_1, ld32"
2568,1755698812.7509592,154139,0.0015827122842893004,"1_1, ld32"
2570,1755698824.613327,154259,0.001989496173337102,"1_1, ld32"
2573,1755698842.2137418,154439,0.0018253254238516092,"1_1, ld32"
2574,1755698848.346264,154499,0.001658487948589027,"1_1, ld32"
2579,1755698877.6371722,154799,0.0016672111814841628,"1_1, ld32"
2588,1755698931.093881,155339,0.0017051331233233213,"1_1, ld32"
2616,1755699096.6809568,157019,0.001823205966502428,"1_1, ld32"
2630,1755699179.8431447,157859,0.0018953824182972312,"1_1, ld32"
2650,1755699298.3736107,159059,0.001735782832838595,"1_1, ld32"
2651,1755699304.231728,159119,0.0017084676073864102,"1_1, ld32"
2678,1755699463.391257,160739,0.001812276430428028,"1_1, ld32"
2695,1755699563.4829113,161759,0.001967064803466201,"1_1, ld32"
2709,1755699646.5415547,162599,0.0017229588702321053,"1_1, ld32"
2715,1755699682.1785579,162959,0.0017516149673610926,"1_1, ld32"
2723,1755699729.5447586,163439,0.001541284378618002,"1_1, ld32"
2735,1755699800.5544434,164159,0.0017798212356865406,"1_1, ld32"
2755,1755699918.8828208,165359,0.0015734774060547352,"1_1, ld32"
2769,1755700001.6687446,166199,0.0016090809367597103,"1_1, ld32"
2770,1755700007.4491162,166259,0.0015588869573548436,"1_1, ld32"
2791,1755700131.6195724,167519,0.0014968285104259849,"1_1, ld32"
2792,1755700137.6128037,167579,0.0017005017725750804,"1_1, ld32"
2801,1755700191.009163,168119,0.001479791710153222,"1_1, ld32"
2822,1755700315.7512903,169379,0.001592067419551313,"1_1, ld32"
2830,1755700362.9368415,169859,0.0014901473186910152,"1_1, ld32"
2836,1755700398.367527,170219,0.0014410782605409622,"1_1, ld32"
2844,1755700446.0086648,170699,0.0015324433334171772,"1_1, ld32"
2870,1755700600.2156365,172259,0.0017046479042619467,"1_1, ld32"
2885,1755700688.686661,173159,0.0016305955359712243,"1_1, ld32"
2889,1755700712.562331,173399,0.0016595646739006042,"1_1, ld32"
2899,1755700771.5876975,173999,0.001463495660573244,"1_1, ld32"
2903,1755700794.999564,174239,0.001429297379218042,"1_1, ld32"
2906,1755700812.8427122,174419,0.0015572515549138188,"1_1, ld32"
2913,1755700854.0721145,174839,0.0015399695839732885,"1_1, ld32"
2919,1755700889.351675,175199,0.0015424320008605719,"1_1, ld32"
2923,1755700912.8882773,175439,0.001638814457692206,"1_1, ld32"
2934,1755700978.0763917,176099,0.0014505611034110188,"1_1, ld32"
2949,1755701066.7171621,176999,0.0015109996311366558,"1_1, ld32"
2955,1755701102.2202866,177359,0.0016101277433335781,"1_1, ld32"
2959,1755701125.7458189,177599,0.0013621044345200062,"1_1, ld32"
2976,1755701226.1952062,178619,0.0013246971648186445,"1_1, ld32"
2991,1755701314.7023253,179519,0.0013606982538476586,"1_1, ld32"
2995,1755701338.2486477,179759,0.0018057411070913076,"1_1, ld32"
3015,1755701456.448986,180959,0.0016426850343123078,"1_1, ld32"
3033,1755701562.881891,182039,0.001448151539079845,"1_1, ld32"
3037,1755701586.299867,182279,0.0013611403992399573,"1_1, ld32"
3045,1755701633.740581,182759,0.0018464967142790556,"1_1, ld32"
3054,1755701686.8140292,183299,0.0015119243180379272,"1_1, ld32"
3059,1755701716.1760652,183599,0.0014979244442656636,"1_1, ld32"
3064,1755701745.6644824,183899,0.0014711926924064755,"1_1, ld32"
3078,1755701828.6165824,184739,0.0014304891228675842,"1_1, ld32"
3111,1755702023.7667232,186719,0.001489096088334918,"1_1, ld32"
3134,1755702159.9324443,188099,0.0012923392932862043,"1_1, ld32"
3155,1755702283.803803,189359,0.001262602978385985,"1_1, ld32"
3161,1755702319.1331928,189719,0.0012739259982481599,"1_1, ld32"
3172,1755702384.3161213,190379,0.0014940607361495495,"1_1, ld32"
3174,1755702396.1685555,190499,0.0012283551041036844,"1_1, ld32"
3195,1755702521.1134949,191759,0.0012037035776302218,"1_1, ld32"
3202,1755702562.427646,192179,0.001355466665700078,"1_1, ld32"
3214,1755702633.578798,192899,0.0012473704991862178,"1_1, ld32"
3228,1755702716.3471231,193739,0.0011190726654604077,"1_1, ld32"
3263,1755702923.0582628,195839,0.0011819446226581931,"1_1, ld32"
3264,1755702928.9008524,195899,0.0012769546592608094,"1_1, ld32"
3274,1755702988.0097587,196499,0.0011891542235389352,"1_1, ld32"
3289,1755703077.1062815,197399,0.00111673423089087,"1_1, ld32"
3297,1755703124.478715,197879,0.0011070084292441607,"1_1, ld32"
3299,1755703136.190145,197999,0.001186903566122055,"1_1, ld32"
3331,1755703325.7391055,199919,0.0011544351000338793,"1_1, ld32"
3369,1755703551.3952572,202199,0.0010651471093297005,"1_1, ld32"
3381,1755703622.307928,202919,0.0011163009330630302,"1_1, ld32"
3402,1755703746.7392354,204179,0.0011210422962903976,"1_1, ld32"
3405,1755703764.4166481,204359,0.000984136015176773,"1_1, ld32"
3417,1755703835.5627134,205079,0.0009971396066248417,"1_1, ld32"
3427,1755703894.9110346,205679,0.0009295368217863142,"1_1, ld32"
3430,1755703912.7156954,205859,0.0010448473040014505,"1_1, ld32"
3439,1755703966.2154715,206399,0.000939889985602349,"1_1, ld32"
3446,1755704007.9342933,206819,0.0008649145602248609,"1_1, ld32"
3457,1755704073.1688874,207479,0.0010299995774403214,"1_1, ld32"
3463,1755704108.7000391,207839,0.0008493132772855461,"1_1, ld32"
3471,1755704156.3205678,208319,0.0010454467264935374,"1_1, ld32"
3475,1755704179.88918,208559,0.0010223779827356339,"1_1, ld32"
3481,1755704215.7045858,208919,0.0012944666668772697,"1_1, ld32"
3488,1755704257.1740403,209339,0.0011082337005063891,"1_1, ld32"
3489,1755704263.1192575,209399,0.0007746724295429885,"1_1, ld32"
3491,1755704274.858228,209519,0.0008836120250634849,"1_1, ld32"
3495,1755704298.8100715,209759,0.0008948433096520603,"1_1, ld32"
3508,1755704376.3765635,210539,0.0008208497893065214,"1_1, ld32"
3509,1755704382.1803253,210599,0.0007449394906871021,"1_1, ld32"
3514,1755704411.9859316,210899,0.0007187036680988967,"1_1, ld32"
3528,1755704495.300958,211739,0.0008742977515794337,"1_1, ld32"
3535,1755704536.7309349,212159,0.0009651383734308183,"1_1, ld32"
3538,1755704554.541639,212339,0.0006466334452852607,"1_1, ld32"
3539,1755704560.4378636,212399,0.0008782760123722255,"1_1, ld32"
3558,1755704672.4658613,213539,0.0005866537685506046,"1_1, ld32"
3591,1755704867.316004,215519,0.0005802491214126348,"1_1, ld32"
3606,1755704955.9615684,216419,0.000637209799606353,"1_1, ld32"
3613,1755704997.4942772,216839,0.00061728002037853,"1_1, ld32"
3639,1755705151.4416823,218399,0.0005212394171394408,"1_1, ld32"
3660,1755705275.4151077,219659,0.0003959746682085097,"1_1, ld32"
3666,1755705310.9741325,220019,0.0005764096858911216,"1_1, ld32"
3667,1755705316.8627179,220079,0.000388501794077456,"1_1, ld32"
3670,1755705334.7570555,220259,0.0003710153978317976,"1_1, ld32"
3683,1755705411.8165667,221039,0.0005823926767334342,"1_1, ld32"
3685,1755705423.631177,221159,0.0006104354979470372,"1_1, ld32"
3694,1755705477.099725,221699,0.00048111690557561815,"1_1, ld32"
3709,1755705565.9666002,222599,0.0005027670995332301,"1_1, ld32"
3718,1755705619.049823,223139,0.00032822813955135643,"1_1, ld32"
3720,1755705630.7013695,223259,0.0002946658059954643,"1_1, ld32"
3737,1755705730.8747697,224279,0.0003009078500326723,"1_1, ld32"
3742,1755705760.2527068,224579,0.00037751413765363395,"1_1, ld32"
3756,1755705843.2167149,225419,0.0004354885022621602,"1_1, ld32"
3791,1755706050.3041298,227519,0.0002667137887328863,"1_1, ld32"
3795,1755706074.0960653,227759,0.0006218806956894696,"1_1, ld32"
3799,1755706097.6876767,227999,0.0003199405036866665,"1_1, ld32"
3812,1755706175.023646,228779,0.00036415079375728965,"1_1, ld32"
3817,1755706204.8280616,229079,0.00037991791032254696,"1_1, ld32"
3832,1755706293.4311023,229979,0.00021060639119241387,"1_1, ld32"
3834,1755706305.3249846,230099,0.00018281841767020524,"1_1, ld32"
3836,1755706317.1528764,230219,0.0002939957776106894,"1_1, ld32"
3854,1755706423.8209786,231299,0.0004150697495788336,"1_1, ld32"
3861,1755706465.1357358,231719,0.000253882521064952,"1_1, ld32"
3864,1755706482.7810435,231899,0.00037743558641523123,"1_1, ld32"
3872,1755706529.8716187,232379,0.00040084810461848974,"1_1, ld32"
3883,1755706594.629408,233039,0.0002753545413725078,"1_1, ld32"
3889,1755706629.9468305,233399,0.00022613676264882088,"1_1, ld32"
3907,1755706736.6351147,234479,0.00032976907095871866,"1_1, ld32"
3951,1755706997.660341,237119,0.00020989464246667922,"1_1, ld32"
3971,1755707116.1407044,238319,0.00041173872887156904,"1_1, ld32"
3977,1755707151.6481903,238679,0.00021169455430936068,"1_1, ld32"
3993,1755707246.544716,239639,0.00023855792824178934,"1_1, ld32"
4011,1755707353.3682158,240719,0.00020846362167503685,"1_1, ld32"
4034,1755707489.2248063,242099,0.00032420302159152925,"1_1, ld32"
4038,1755707512.8997297,242339,0.00022011727560311556,"1_1, ld32"
4046,1755707559.9420667,242819,0.0002757414767984301,"1_1, ld32"
4052,1755707595.4039085,243179,0.0002950935740955174,"1_1, ld32"
4060,1755707642.6574876,243659,0.00037780145066790283,"1_1, ld32"
4075,1755707731.5339687,244559,0.00039932355866767466,"1_1, ld32"
4088,1755707808.8829417,245339,0.00023622905428055674,"1_1, ld32"
4094,1755707844.3116868,245699,0.00020958231471013278,"1_1, ld32"
4104,1755707903.426935,246299,0.0003525354841258377,"1_1, ld32"
4106,1755707915.2096157,246419,0.00023032748140394688,"1_1, ld32"
4118,1755707986.078478,247139,0.00032780985930003226,"1_1, ld32"
4147,1755708157.500625,248879,0.00024940038565546274,"1_1, ld32"
4148,1755708163.3920593,248939,0.000421518343500793,"1_1, ld32"
4153,1755708193.0466175,249239,0.00019757183326873928,"1_1, ld32"
4172,1755708305.9004047,250379,0.0002674901916179806,"1_1, ld32"
4175,1755708323.7808363,250559,0.0003887629136443138,"1_1, ld32"
4201,1755708477.5284,252119,0.00022539244673680514,"1_1, ld32"
4211,1755708536.4353597,252719,0.0002818915818352252,"1_1, ld32"
4212,1755708542.6170435,252779,0.00021824742725584656,"1_1, ld32"
4213,1755708548.517309,252839,0.00028212659526616335,"1_1, ld32"
4224,1755708613.6228795,253499,0.00035977328661829233,"1_1, ld32"
4227,1755708631.4877293,253679,0.0002409850130788982,"1_1, ld32"
4232,1755708661.0167842,253979,0.0003465792105998844,"1_1, ld32"
4240,1755708708.3645487,254459,0.0002468583406880498,"1_1, ld32"
4263,1755708844.9532826,255839,0.00016432296251878142,"1_1, ld32"
4274,1755708910.0588233,256499,0.000253884878475219,"1_1, ld32"
4285,1755708975.0158784,257159,0.0002259320899611339,"1_1, ld32"
4304,1755709087.3572323,258299,0.0004470560816116631,"1_1, ld32"
4319,1755709176.6121402,259199,0.0002250131219625473,"1_1, ld32"
4366,1755709455.098994,262019,0.00037956872256472707,"1_1, ld32"
4372,1755709490.2777069,262379,0.0002948605688288808,"1_1, ld32"
4382,1755709549.303457,262979,0.0002219595480710268,"1_1, ld32"
4385,1755709566.8180263,263159,0.0002573530364315957,"1_1, ld32"
4386,1755709572.8779259,263219,0.00023720743774902076,"1_1, ld32"
4404,1755709679.6621642,264299,0.0002031949261436239,"1_1, ld32"
4413,1755709733.3124542,264839,0.00016413794946856797,"1_1, ld32"
4439,1755709887.1328216,266399,0.00017410583677701652,"1_1, ld32"
4452,1755709964.1797452,267179,0.00023252172104548663,"1_1, ld32"
4461,1755710017.37249,267719,0.0005441988469101489,"1_1, ld32"
4464,1755710035.0686755,267899,0.00025456456933170557,"1_1, ld32"
4479,1755710123.9860651,268799,0.00034561174106784165,"1_1, ld32"
4503,1755710266.3871908,270239,0.00020429505093488842,"1_1, ld32"
4527,1755710408.022866,271679,0.00025863287737593055,"1_1, ld32"
4529,1755710419.8385692,271799,0.00018158832972403616,"1_1, ld32"
4534,1755710449.2699542,272099,0.00024787662550807,"1_1, ld32"
4540,1755710484.7702935,272459,0.0003192411386407912,"1_1, ld32"
4545,1755710514.4322598,272759,0.0003346280427649617,"1_1, ld32"
4549,1755710538.0212276,272999,0.00035991071490570903,"1_1, ld32"
4550,1755710544.0670435,273059,0.00030298344790935516,"1_1, ld32"
4575,1755710692.536417,274559,0.00021488657512236387,"1_1, ld32"
4579,1755710716.0636203,274799,0.00029753989656455815,"1_1, ld32"
4598,1755710827.9619503,275939,0.0002849320007953793,"1_1, ld32"
4602,1755710851.69395,276179,0.0002739770570769906,"1_1, ld32"
4629,1755711011.0473912,277799,0.0003490869130473584,"1_1, ld32"
4652,1755711147.377502,279179,0.00015734575572423637,"1_1, ld32"
4660,1755711194.8433242,279659,0.00021640436898451298,"1_1, ld32"
4675,1755711283.249222,280559,0.0002674463903531432,"1_1, ld32"
4699,1755711425.3024707,281999,0.00027516510454006493,"1_1, ld32"
4704,1755711454.791528,282299,0.00024286031839437783,"1_1, ld32"
4723,1755711567.3217647,283439,0.00032493178150616586,"1_1, ld32"
4724,1755711573.351102,283499,0.0002021927502937615,"1_1, ld32"
4744,1755711691.6021628,284699,0.0004858940083067864,"1_1, ld32"
4761,1755711791.6624618,285719,0.00034040617174468935,"1_1, ld32"
4766,1755711821.229012,286019,0.0002907889138441533,"1_1, ld32"
