run_id,ld,s,seed,model,pred,tp
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2527,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2788,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2572,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3538,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2595,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2579,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2662,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2182,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2285,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.235,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.4295,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2537,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2492,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3834,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2399,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2417,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2563,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.45,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2854,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2966,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2949,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3095,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.284,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2841,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.203,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2063,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.223,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3174,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1999,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2086,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.287,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2466,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2463,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2224,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2411,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3309,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2144,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2191,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2955,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.205,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2082,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2081,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2987,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2791,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2663,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2793,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2652,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2238,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2286,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2267,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2365,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2683,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2412,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3932,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2872,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2894,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2922,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3302,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2429,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2246,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2364,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2276,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.248,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2442,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2506,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2485,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3051,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3493,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3324,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2381,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.228,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2284,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2203,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3743,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.266,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2581,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2724,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2816,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2373,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2241,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2465,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2247,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2253,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2738,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1974,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2013,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1999,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2601,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2307,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2335,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.225,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2788,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2178,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2615,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2805,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2404,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2837,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3452,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.229,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2264,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2298,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2687,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2087,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2232,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2215,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2603,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2158,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.253,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2079,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2218,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2367,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2405,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2933,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2408,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.4137,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1923,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1982,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2124,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3504,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.234,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2396,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2423,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3955,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1925,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2047,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.4134,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.258,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2734,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2926,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2598,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2574,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2599,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2676,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2806,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2455,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2876,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3689,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2287,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2219,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2645,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2546,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2421,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2797,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2874,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3539,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2933,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3035,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2509,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2486,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2521,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2586,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2261,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2378,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2269,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2854,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1912,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1959,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2113,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.307,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2133,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2131,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2342,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2343,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2669,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2589,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2677,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3848,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2354,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.245,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3443,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2222,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2101,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2116,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2588,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2666,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2529,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2769,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2617,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2328,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2888,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3195,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2692,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2645,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2888,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2028,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2153,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.4758,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2068,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2094,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2095,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3081,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2439,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2525,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3713,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2422,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.271,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3401,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2471,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2567,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2778,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2684,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3121,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2907,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2003,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2148,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2073,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3151,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2545,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3291,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.235,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2525,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2561,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.236,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2283,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2597,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2657,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2531,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2484,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2577,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2267,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2971,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3185,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3065,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2129,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2192,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.319,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1823,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1904,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2014,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3836,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2551,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2516,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2474,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2451,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3269,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1764,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1838,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2023,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2342,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2227,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2397,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2863,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2748,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2735,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2674,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2662,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2773,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3501,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1946,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2055,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2132,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3285,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2695,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2751,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.337,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2641,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2586,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2827,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2458,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2485,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3036,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2212,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2188,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2805,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2384,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2442,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.375,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2179,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2184,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2951,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2859,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3409,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2558,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2275,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2698,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3415,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2733,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2786,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3062,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.4021,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2099,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2105,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2102,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2424,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2223,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3806,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2027,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1951,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.204,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3027,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2138,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2634,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2272,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2327,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3085,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2508,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2603,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2852,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2463,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3105,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2653,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2334,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2435,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2296,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2807,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3085,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2896,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2172,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2104,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3049,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2555,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2512,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.3411,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2177,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2077,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.1931,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2573,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2502,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2459,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2288,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2262,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.297,0.45
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2208,0.19
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.2464,0.25
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3)",0.285,0.45
