run_id,ld,s,seed,model,pred,tp
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2568,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2387,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2336,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2373,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2596,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2445,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2291,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2784,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2886,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2611,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2344,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2469,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2472,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2598,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.253,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2522,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2503,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2501,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2883,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2087,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.201,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2384,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2706,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2613,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2741,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.234,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2438,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2007,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2034,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.19,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2419,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2413,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2584,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2478,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2504,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2743,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2599,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.27,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2363,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2227,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2367,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2578,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2651,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.257,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2913,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2896,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2886,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2796,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2748,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2771,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2664,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2505,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2147,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2167,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2484,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2758,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2855,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.319,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2443,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2124,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2296,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2162,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.3004,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.232,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2214,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2505,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2853,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2232,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2347,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2089,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2061,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2023,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2549,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2351,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2358,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2384,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2372,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.239,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2106,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2125,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2045,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.217,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.268,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2648,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2395,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2359,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2292,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2513,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2242,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2279,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2512,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2853,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2788,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2736,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2305,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.264,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2253,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.223,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.278,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2803,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2716,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2896,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2399,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.242,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.238,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2736,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.246,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2401,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2341,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2674,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2302,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2715,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2749,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2739,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2783,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2454,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2515,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2593,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2455,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2451,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.236,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2255,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2763,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2797,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2668,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2411,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2134,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2086,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2381,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2267,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2469,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2608,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.272,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.3035,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2958,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.229,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2324,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2236,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2467,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2235,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2236,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2234,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2157,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2603,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2652,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2437,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2583,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2204,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2149,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2158,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2441,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2609,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2711,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2175,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2183,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2171,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2268,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2466,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2354,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2584,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2371,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2464,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2533,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2476,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2552,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2601,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2624,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2577,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2594,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2251,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2267,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2233,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2146,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2087,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2445,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.27,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2733,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2772,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2699,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2634,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2738,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2437,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2241,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.281,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2282,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2148,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2604,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2926,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2987,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2942,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2839,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2449,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2534,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2149,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.1999,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.196,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2055,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.221,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2651,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2674,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2612,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2573,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2825,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2197,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2172,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2284,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2638,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2526,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.24,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2175,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2527,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.3378,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.3346,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.3411,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2663,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2289,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2504,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2411,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2425,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2408,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2391,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2244,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.26,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2822,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.237,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2122,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2144,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2725,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2436,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2447,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.251,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2311,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2431,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2653,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2429,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2278,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2256,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2515,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2085,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2078,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.209,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2295,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.331,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.3407,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2837,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2562,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2411,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2602,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2564,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2524,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2559,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2448,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2433,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2698,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2566,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2522,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.245,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2801,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2152,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2289,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2181,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2572,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2307,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2352,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2671,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2656,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2541,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2637,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2564,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.287,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2953,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2698,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2617,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.301,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2954,0.04
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.259,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2975,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.25,0.26
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.2497,0.38
2_1_1,32,24000,123,"PolynomialRegression(method=spline, degree=3, n_knots=4)",0.3059,0.04
