tp,rmse,train_data,run_id,ld,s,seed,contrastive,train_phase
0.0,0.0071087724455622,True,3_2,32,24000,123,False,True
0.01,0.0070552090283993,True,3_2,32,24000,123,False,True
0.02,0.0072412249504291,True,3_2,32,24000,123,False,True
0.03,0.0069587038176258,False,3_2,32,24000,123,False,True
0.04,0.0069133213537977,True,3_2,32,24000,123,False,True
0.05,0.0068304631837742,False,3_2,32,24000,123,False,True
0.06,0.0068841567012436,False,3_2,32,24000,123,False,True
0.07,0.0069848031072805,True,3_2,32,24000,123,False,True
0.08,0.0073410285254764,True,3_2,32,24000,123,False,True
0.09,0.0079487199577333,True,3_2,32,24000,123,False,True
0.1,0.0089813336050352,True,3_2,32,24000,123,False,True
0.11,0.0106447858706913,True,3_2,32,24000,123,False,True
0.12,0.012688814704551,True,3_2,32,24000,123,False,True
0.13,0.0147426209121584,True,3_2,32,24000,123,False,True
0.14,0.017610984311277,True,3_2,32,24000,123,False,True
0.15,0.0223246303894837,True,3_2,32,24000,123,False,True
0.16,0.0253205578540966,True,3_2,32,24000,123,False,True
0.17,0.0275608181760337,False,3_2,32,24000,123,False,True
0.18,0.0300417921190322,True,3_2,32,24000,123,False,True
0.19,0.035640568504099,True,3_2,32,24000,123,False,True
0.2,0.0436201896938996,False,3_2,32,24000,123,False,False
0.21,0.0511836106561331,False,3_2,32,24000,123,False,False
0.22,0.0578905672534449,False,3_2,32,24000,123,False,False
0.23,0.0670484710559243,False,3_2,32,24000,123,False,False
0.24,0.0766130178446563,False,3_2,32,24000,123,False,False
0.25,0.0916801417528352,False,3_2,32,24000,123,False,False
0.26,0.1046346354242318,False,3_2,32,24000,123,False,False
0.27,0.1159050187832207,False,3_2,32,24000,123,False,False
0.28,0.1223104652889867,False,3_2,32,24000,123,False,False
0.29,0.1262951099855734,False,3_2,32,24000,123,False,False
0.3,0.1392660692074417,False,3_2,32,24000,123,False,False
0.31,0.1423498029275165,False,3_2,32,24000,123,False,False
0.32,0.1402243311905774,False,3_2,32,24000,123,False,False
0.33,0.1295194438780646,False,3_2,32,24000,123,False,False
0.34,0.0722598308556398,False,3_2,32,24000,123,False,False
0.35,0.1191705982383862,False,3_2,32,24000,123,False,False
0.36,0.1217205308487001,False,3_2,32,24000,123,False,False
0.37,0.1241165660623758,False,3_2,32,24000,123,False,False
0.38,0.1036799291602369,False,3_2,32,24000,123,False,False
0.39,0.0823239652474784,False,3_2,32,24000,123,False,False
0.4,0.088332894034511,False,3_2,32,24000,123,False,False
0.41,0.0859032008748642,False,3_2,32,24000,123,False,False
0.42,0.0699340276628444,False,3_2,32,24000,123,False,False
0.43,0.0604638818882107,False,3_2,32,24000,123,False,False
0.44,0.0532522447856573,False,3_2,32,24000,123,False,False
0.45,0.0285012941589762,False,3_2,32,24000,123,False,False
0.46,0.0150039722458369,False,3_2,32,24000,123,False,False
0.47,0.0120368298902043,False,3_2,32,24000,123,False,False
0.48,0.0120036532897253,False,3_2,32,24000,123,False,False
0.49,0.011520583851109,False,3_2,32,24000,123,False,False
0.5,0.0110664371484691,False,3_2,32,24000,123,False,False
0.0,0.0066317068373604,True,2_1_1,32,24000,123,False,True
0.01,0.0066033887175099,True,2_1_1,32,24000,123,False,True
0.02,0.0067097914778005,False,2_1_1,32,24000,123,False,True
0.03,0.0065721538359435,False,2_1_1,32,24000,123,False,True
0.04,0.0065704749238661,True,2_1_1,32,24000,123,False,True
0.05,0.0065586882150344,False,2_1_1,32,24000,123,False,True
0.06,0.0066275681407907,False,2_1_1,32,24000,123,False,True
0.07,0.0066967617497295,True,2_1_1,32,24000,123,False,True
0.08,0.0068671024692924,True,2_1_1,32,24000,123,False,True
0.09,0.0070894202941046,True,2_1_1,32,24000,123,False,True
0.1,0.0075445313992248,True,2_1_1,32,24000,123,False,True
0.11,0.0083684609543938,True,2_1_1,32,24000,123,False,True
0.12,0.0094597054348077,True,2_1_1,32,24000,123,False,True
0.13,0.0102056738975792,True,2_1_1,32,24000,123,False,True
0.14,0.0117902076551559,True,2_1_1,32,24000,123,False,True
0.15,0.0141459602771878,True,2_1_1,32,24000,123,False,True
0.16,0.0157184131007369,True,2_1_1,32,24000,123,False,True
0.17,0.0169062077451559,False,2_1_1,32,24000,123,False,True
0.18,0.0178731241170947,True,2_1_1,32,24000,123,False,True
0.19,0.0211582487354125,True,2_1_1,32,24000,123,False,True
0.2,0.0258894617357515,False,2_1_1,32,24000,123,False,False
0.21,0.0286378380182188,False,2_1_1,32,24000,123,False,False
0.22,0.0301077741423812,False,2_1_1,32,24000,123,False,False
0.23,0.0335041911962716,False,2_1_1,32,24000,123,False,False
0.24,0.0378375903878621,False,2_1_1,32,24000,123,False,False
0.25,0.046614997742429,False,2_1_1,32,24000,123,False,False
0.26,0.05352236202291,False,2_1_1,32,24000,123,False,False
0.27,0.0587169659114668,False,2_1_1,32,24000,123,False,False
0.28,0.0599786401517583,False,2_1_1,32,24000,123,False,False
0.29,0.0594871592180083,False,2_1_1,32,24000,123,False,False
0.3,0.06428741514296,False,2_1_1,32,24000,123,False,False
0.31,0.0612184423133229,False,2_1_1,32,24000,123,False,False
0.32,0.0569375994121125,False,2_1_1,32,24000,123,False,False
0.33,0.0501498918183749,True,2_1_1,32,24000,123,False,True
0.34,0.0291747668289447,False,2_1_1,32,24000,123,False,True
0.35,0.0286386804605271,False,2_1_1,32,24000,123,False,True
0.36,0.0288667076555185,True,2_1_1,32,24000,123,False,True
0.37,0.0320384054237275,True,2_1_1,32,24000,123,False,True
0.38,0.0287079290624471,True,2_1_1,32,24000,123,False,True
0.39,0.0238380254932327,True,2_1_1,32,24000,123,False,True
0.4,0.026142334173843,True,2_1_1,32,24000,123,False,True
0.41,0.0293940075853341,True,2_1_1,32,24000,123,False,True
0.42,0.0235698253999607,True,2_1_1,32,24000,123,False,True
0.43,0.0196358327895169,True,2_1_1,32,24000,123,False,True
0.44,0.0167591026536652,True,2_1_1,32,24000,123,False,True
0.45,0.0116645583348381,True,2_1_1,32,24000,123,False,True
0.46,0.0080301224116122,True,2_1_1,32,24000,123,False,True
0.47,0.0070808301333122,True,2_1_1,32,24000,123,False,True
0.48,0.0066500476621289,True,2_1_1,32,24000,123,False,True
0.49,0.0060597556595962,False,2_1_1,32,24000,123,False,True
0.5,0.0054835548049802,True,2_1_1,32,24000,123,False,True
0.0,0.0131644091017939,False,3_1,32,24000,123,False,False
0.01,0.0128800549114103,False,3_1,32,24000,123,False,False
0.02,0.0145784655909597,False,3_1,32,24000,123,False,False
0.03,0.0130353170704766,False,3_1,32,24000,123,False,False
0.04,0.0133942885754771,False,3_1,32,24000,123,False,False
0.05,0.0131183702083727,False,3_1,32,24000,123,False,False
0.06,0.0144180302794,False,3_1,32,24000,123,False,False
0.07,0.0149903812183115,False,3_1,32,24000,123,False,False
0.08,0.0172447650806528,False,3_1,32,24000,123,False,False
0.09,0.0188699015589672,False,3_1,32,24000,123,False,False
0.1,0.0228982410902391,False,3_1,32,24000,123,False,False
0.11,0.0306496966081305,False,3_1,32,24000,123,False,False
0.12,0.0393301981605781,False,3_1,32,24000,123,False,False
0.13,0.0416849951427231,False,3_1,32,24000,123,False,False
0.14,0.0421773078777849,False,3_1,32,24000,123,False,False
0.15,0.0475276224161039,False,3_1,32,24000,123,False,False
0.16,0.0382473935367047,False,3_1,32,24000,123,False,False
0.17,0.0286801874753067,False,3_1,32,24000,123,False,False
0.18,0.0180987709105617,False,3_1,32,24000,123,False,False
0.19,0.0124760352370735,False,3_1,32,24000,123,False,False
0.2,0.0099864306528488,True,3_1,32,24000,123,False,True
0.21,0.0089737173357564,False,3_1,32,24000,123,False,True
0.22,0.008589639947017,True,3_1,32,24000,123,False,True
0.23,0.0085851273079696,True,3_1,32,24000,123,False,True
0.24,0.008651128179439,False,3_1,32,24000,123,False,True
0.25,0.0089991012408094,True,3_1,32,24000,123,False,True
0.26,0.0095228777887797,False,3_1,32,24000,123,False,True
0.27,0.0108355213462101,True,3_1,32,24000,123,False,True
0.28,0.0109774249110302,True,3_1,32,24000,123,False,True
0.29,0.0106313185582307,True,3_1,32,24000,123,False,True
0.3,0.0117938620285331,True,3_1,32,24000,123,False,True
0.31,0.0107144759840685,True,3_1,32,24000,123,False,True
0.32,0.0104492184218159,True,3_1,32,24000,123,False,True
0.33,0.0099462857151387,False,3_1,32,24000,123,False,False
0.34,0.0073222943543964,False,3_1,32,24000,123,False,False
0.35,0.0104370531255925,False,3_1,32,24000,123,False,False
0.36,0.0110825861075608,False,3_1,32,24000,123,False,False
0.37,0.0111647463820367,False,3_1,32,24000,123,False,False
0.38,0.0100042010871152,False,3_1,32,24000,123,False,False
0.39,0.0089766901879588,False,3_1,32,24000,123,False,False
0.4,0.0081765552263508,False,3_1,32,24000,123,False,False
0.41,0.0078413752621131,False,3_1,32,24000,123,False,False
0.42,0.0077256378583943,False,3_1,32,24000,123,False,False
0.43,0.0079376274816872,False,3_1,32,24000,123,False,False
0.44,0.008640922612297,False,3_1,32,24000,123,False,False
0.45,0.0103528727170067,False,3_1,32,24000,123,False,False
0.46,0.0142888228947498,False,3_1,32,24000,123,False,False
0.47,0.021687404401921,False,3_1,32,24000,123,False,False
0.48,0.0261057032946051,False,3_1,32,24000,123,False,False
0.49,0.028593348738604,False,3_1,32,24000,123,False,False
0.5,0.0316062514940994,False,3_1,32,24000,123,False,False
0.0,0.0255557236072476,True,2_1_1,16,24000,123,False,True
0.01,0.0253441261930422,True,2_1_1,16,24000,123,False,True
0.02,0.0258552577761251,False,2_1_1,16,24000,123,False,True
0.03,0.0248731517530871,False,2_1_1,16,24000,123,False,True
0.04,0.0246249054269442,True,2_1_1,16,24000,123,False,True
0.05,0.0241947069982136,False,2_1_1,16,24000,123,False,True
0.06,0.0244763720972832,False,2_1_1,16,24000,123,False,True
0.07,0.0250882685549971,True,2_1_1,16,24000,123,False,True
0.08,0.0270079613207256,True,2_1_1,16,24000,123,False,True
0.09,0.0297799046967964,True,2_1_1,16,24000,123,False,True
0.1,0.0343437616413784,True,2_1_1,16,24000,123,False,True
0.11,0.0407160798394606,True,2_1_1,16,24000,123,False,True
0.12,0.0477826485164052,True,2_1_1,16,24000,123,False,True
0.13,0.0548854171999435,True,2_1_1,16,24000,123,False,True
0.14,0.0661027187279733,True,2_1_1,16,24000,123,False,True
0.15,0.0814797376696409,True,2_1_1,16,24000,123,False,True
0.16,0.0867720686106349,True,2_1_1,16,24000,123,False,True
0.17,0.0870507957080772,False,2_1_1,16,24000,123,False,True
0.18,0.0885091456060149,True,2_1_1,16,24000,123,False,True
0.19,0.1034664822355083,True,2_1_1,16,24000,123,False,True
0.2,0.12547855858296,False,2_1_1,16,24000,123,False,False
0.21,0.1347775964719374,False,2_1_1,16,24000,123,False,False
0.22,0.132410473305236,False,2_1_1,16,24000,123,False,False
0.23,0.1321789515516075,False,2_1_1,16,24000,123,False,False
0.24,0.1400355595098378,False,2_1_1,16,24000,123,False,False
0.25,0.1650730277730027,False,2_1_1,16,24000,123,False,False
0.26,0.1791483532419997,False,2_1_1,16,24000,123,False,False
0.27,0.1836360674702562,False,2_1_1,16,24000,123,False,False
0.28,0.1853407905762995,False,2_1_1,16,24000,123,False,False
0.29,0.1874349362860479,False,2_1_1,16,24000,123,False,False
0.3,0.2061101793820664,False,2_1_1,16,24000,123,False,False
0.31,0.2133893678188678,False,2_1_1,16,24000,123,False,False
0.32,0.2077093775723197,False,2_1_1,16,24000,123,False,False
0.33,0.1906810669757207,True,2_1_1,16,24000,123,False,True
0.34,0.1283569757199563,False,2_1_1,16,24000,123,False,True
0.35,0.1247776860148152,False,2_1_1,16,24000,123,False,True
0.36,0.1314176501977193,True,2_1_1,16,24000,123,False,True
0.37,0.143453749182555,True,2_1_1,16,24000,123,False,True
0.38,0.134514490318474,True,2_1_1,16,24000,123,False,True
0.39,0.1267995372115013,True,2_1_1,16,24000,123,False,True
0.4,0.1499991015871659,True,2_1_1,16,24000,123,False,True
0.41,0.1459209159666816,True,2_1_1,16,24000,123,False,True
0.42,0.1234524508112886,True,2_1_1,16,24000,123,False,True
0.43,0.1105498899991283,True,2_1_1,16,24000,123,False,True
0.44,0.0996365369798497,True,2_1_1,16,24000,123,False,True
0.45,0.0688774496087804,True,2_1_1,16,24000,123,False,True
0.46,0.0445059748882852,True,2_1_1,16,24000,123,False,True
0.47,0.0330878883215234,True,2_1_1,16,24000,123,False,True
0.48,0.030224423156994,True,2_1_1,16,24000,123,False,True
0.49,0.0270085819463243,False,2_1_1,16,24000,123,False,True
0.5,0.0250401111271152,True,2_1_1,16,24000,123,False,True
0.0,0.0113897211352039,True,2_1_1,32,12000,123,False,True
0.01,0.0113001583393562,True,2_1_1,32,12000,123,False,True
0.02,0.0115323400143724,False,2_1_1,32,12000,123,False,True
0.03,0.0111048200493194,False,2_1_1,32,12000,123,False,True
0.04,0.0109954190138758,True,2_1_1,32,12000,123,False,True
0.05,0.010773873070794,False,2_1_1,32,12000,123,False,True
0.06,0.0107996155714512,False,2_1_1,32,12000,123,False,True
0.07,0.0107934350495508,True,2_1_1,32,12000,123,False,True
0.08,0.0112069353750505,True,2_1_1,32,12000,123,False,True
0.09,0.0121356013338287,True,2_1_1,32,12000,123,False,True
0.1,0.0140490222665578,True,2_1_1,32,12000,123,False,True
0.11,0.0170248935954371,True,2_1_1,32,12000,123,False,True
0.12,0.0211662856871408,True,2_1_1,32,12000,123,False,True
0.13,0.0248363931953368,True,2_1_1,32,12000,123,False,True
0.14,0.0300615370036822,True,2_1_1,32,12000,123,False,True
0.15,0.0371996843682025,True,2_1_1,32,12000,123,False,True
0.16,0.0383595381208994,True,2_1_1,32,12000,123,False,True
0.17,0.0371033229244194,False,2_1_1,32,12000,123,False,True
0.18,0.0359002729078841,True,2_1_1,32,12000,123,False,True
0.19,0.041853452371173,True,2_1_1,32,12000,123,False,True
0.2,0.0527788917938587,False,2_1_1,32,12000,123,False,False
0.21,0.0584534628873964,False,2_1_1,32,12000,123,False,False
0.22,0.0597506520426743,False,2_1_1,32,12000,123,False,False
0.23,0.0637544706609805,False,2_1_1,32,12000,123,False,False
0.24,0.0708308405541359,False,2_1_1,32,12000,123,False,False
0.25,0.0862202791766243,False,2_1_1,32,12000,123,False,False
0.26,0.0980415418486648,False,2_1_1,32,12000,123,False,False
0.27,0.1057412517904178,False,2_1_1,32,12000,123,False,False
0.28,0.1091926670054919,False,2_1_1,32,12000,123,False,False
0.29,0.1111797708611496,False,2_1_1,32,12000,123,False,False
0.3,0.1210705559705542,False,2_1_1,32,12000,123,False,False
0.31,0.1212743311547443,False,2_1_1,32,12000,123,False,False
0.32,0.1178521993725832,False,2_1_1,32,12000,123,False,False
0.33,0.1082389475284535,True,2_1_1,32,12000,123,False,True
0.34,0.0622756021695444,False,2_1_1,32,12000,123,False,True
0.35,0.0629498416083012,False,2_1_1,32,12000,123,False,True
0.36,0.0657165560401618,True,2_1_1,32,12000,123,False,True
0.37,0.0694123968597409,True,2_1_1,32,12000,123,False,True
0.38,0.0638865712379826,True,2_1_1,32,12000,123,False,True
0.39,0.0573123281893473,True,2_1_1,32,12000,123,False,True
0.4,0.0642134437049355,True,2_1_1,32,12000,123,False,True
0.41,0.0620741664600559,True,2_1_1,32,12000,123,False,True
0.42,0.0503944989474626,True,2_1_1,32,12000,123,False,True
0.43,0.0439603086740993,True,2_1_1,32,12000,123,False,True
0.44,0.0379982425246592,True,2_1_1,32,12000,123,False,True
0.45,0.0244306149978594,True,2_1_1,32,12000,123,False,True
0.46,0.0148595104230479,True,2_1_1,32,12000,123,False,True
0.47,0.010868256711275,True,2_1_1,32,12000,123,False,True
0.48,0.0095303379955684,True,2_1_1,32,12000,123,False,True
0.49,0.0087415325092283,False,2_1_1,32,12000,123,False,True
0.5,0.0083833833764575,True,2_1_1,32,12000,123,False,True
0.0,0.0276651435318779,True,2_1_1,32,2000,123,False,True
0.01,0.0272011534899921,True,2_1_1,32,2000,123,False,True
0.02,0.0283313154300266,False,2_1_1,32,2000,123,False,True
0.03,0.0259892311695779,False,2_1_1,32,2000,123,False,True
0.04,0.0251962487935947,True,2_1_1,32,2000,123,False,True
0.05,0.0237793595964022,False,2_1_1,32,2000,123,False,True
0.06,0.0237043240625478,False,2_1_1,32,2000,123,False,True
0.07,0.0238979347829636,True,2_1_1,32,2000,123,False,True
0.08,0.0266715736265658,True,2_1_1,32,2000,123,False,True
0.09,0.0310500945538217,True,2_1_1,32,2000,123,False,True
0.1,0.0377730392847066,True,2_1_1,32,2000,123,False,True
0.11,0.0449108401625756,True,2_1_1,32,2000,123,False,True
0.12,0.0482015451832784,True,2_1_1,32,2000,123,False,True
0.13,0.0501925787168253,True,2_1_1,32,2000,123,False,True
0.14,0.061758508241104,True,2_1_1,32,2000,123,False,True
0.15,0.0798598017086757,True,2_1_1,32,2000,123,False,True
0.16,0.0824778556992096,True,2_1_1,32,2000,123,False,True
0.17,0.073908907213614,False,2_1_1,32,2000,123,False,True
0.18,0.0629969031616737,True,2_1_1,32,2000,123,False,True
0.19,0.0668470981010558,True,2_1_1,32,2000,123,False,True
0.2,0.0796656844438576,False,2_1_1,32,2000,123,False,False
0.21,0.0834584066468146,False,2_1_1,32,2000,123,False,False
0.22,0.0807385705910017,False,2_1_1,32,2000,123,False,False
0.23,0.082347877673224,False,2_1_1,32,2000,123,False,False
0.24,0.0906764525915977,False,2_1_1,32,2000,123,False,False
0.25,0.109547383508076,False,2_1_1,32,2000,123,False,False
0.26,0.1201149262230551,False,2_1_1,32,2000,123,False,False
0.27,0.1259244558519253,False,2_1_1,32,2000,123,False,False
0.28,0.1276838073554168,False,2_1_1,32,2000,123,False,False
0.29,0.1282859187386655,False,2_1_1,32,2000,123,False,False
0.3,0.1383782627135698,False,2_1_1,32,2000,123,False,False
0.31,0.1374891695696269,False,2_1_1,32,2000,123,False,False
0.32,0.1327038591073562,False,2_1_1,32,2000,123,False,False
0.33,0.1222293287601558,True,2_1_1,32,2000,123,False,True
0.34,0.0690352534213973,False,2_1_1,32,2000,123,False,True
0.35,0.0956159404516957,False,2_1_1,32,2000,123,False,True
0.36,0.0968735068887438,True,2_1_1,32,2000,123,False,True
0.37,0.0995899958412143,True,2_1_1,32,2000,123,False,True
0.38,0.088171678758284,True,2_1_1,32,2000,123,False,True
0.39,0.0804663648176925,True,2_1_1,32,2000,123,False,True
0.4,0.0929549219745755,True,2_1_1,32,2000,123,False,True
0.41,0.0876337121036964,True,2_1_1,32,2000,123,False,True
0.42,0.0709323734616678,True,2_1_1,32,2000,123,False,True
0.43,0.058010443075122,True,2_1_1,32,2000,123,False,True
0.44,0.0521802015774115,True,2_1_1,32,2000,123,False,True
0.45,0.0422105512894759,True,2_1_1,32,2000,123,False,True
0.46,0.0303904776396431,True,2_1_1,32,2000,123,False,True
0.47,0.0228965883758271,True,2_1_1,32,2000,123,False,True
0.48,0.020841113022572,True,2_1_1,32,2000,123,False,True
0.49,0.0190059665365078,False,2_1_1,32,2000,123,False,True
0.5,0.0175134435269492,True,2_1_1,32,2000,123,False,True
0.01,1.2585582601475218,True,2_1_1_step,32,64000,123,False,True
0.02,1.2759769408507389,False,2_1_1_step,32,64000,123,False,True
0.03,1.2137124775008514,False,2_1_1_step,32,64000,123,False,True
0.04,1.1078535651892032,True,2_1_1_step,32,64000,123,False,True
0.05,0.9677976305305226,False,2_1_1_step,32,64000,123,False,True
0.06,0.9193642599953856,False,2_1_1_step,32,64000,123,False,True
0.07,0.907381153530362,True,2_1_1_step,32,64000,123,False,True
0.08,0.9237844361270016,True,2_1_1_step,32,64000,123,False,True
0.09,1.061278802141712,True,2_1_1_step,32,64000,123,False,True
0.1,1.819164048046649,True,2_1_1_step,32,64000,123,False,True
0.11,2.18725569026025,True,2_1_1_step,32,64000,123,False,True
0.12,2.1705155326758727,True,2_1_1_step,32,64000,123,False,True
0.13,1.3420547258934354,True,2_1_1_step,32,64000,123,False,True
0.14,1.2677738837697694,True,2_1_1_step,32,64000,123,False,True
0.15,1.3954189423454673,True,2_1_1_step,32,64000,123,False,True
0.16,2.510520969730826,True,2_1_1_step,32,64000,123,False,True
0.17,2.515552918659002,False,2_1_1_step,32,64000,123,False,True
0.18,2.292515982821089,True,2_1_1_step,32,64000,123,False,True
0.19,1.947360738265056,True,2_1_1_step,32,64000,123,False,True
0.2,2.0959987190789184,False,2_1_1_step,32,64000,123,False,False
0.21,1.897538079960433,False,2_1_1_step,32,64000,123,False,False
0.22,1.70300148164233,False,2_1_1_step,32,64000,123,False,False
0.23,1.535955797114009,False,2_1_1_step,32,64000,123,False,False
0.24,1.3871433978731351,False,2_1_1_step,32,64000,123,False,False
0.25,1.2759667055517845,False,2_1_1_step,32,64000,123,False,False
0.26,1.2120785646763217,False,2_1_1_step,32,64000,123,False,False
0.27,1.1398626768654223,False,2_1_1_step,32,64000,123,False,False
0.28,1.0855835060068746,False,2_1_1_step,32,64000,123,False,False
0.29,1.053911953087073,False,2_1_1_step,32,64000,123,False,False
0.3,1.0757584910137596,False,2_1_1_step,32,64000,123,False,False
0.31,1.0862458276549942,False,2_1_1_step,32,64000,123,False,False
0.32,1.0725563851864035,False,2_1_1_step,32,64000,123,False,False
0.33,1.111271413253818,True,2_1_1_step,32,64000,123,False,True
0.34,1.343288321734171,False,2_1_1_step,32,64000,123,False,True
0.35,1.28783151624682,False,2_1_1_step,32,64000,123,False,True
0.36,1.088143714119298,True,2_1_1_step,32,64000,123,False,True
0.37,1.050609319673032,True,2_1_1_step,32,64000,123,False,True
0.38,1.6717678630094013,True,2_1_1_step,32,64000,123,False,True
0.39,1.802144403865875,True,2_1_1_step,32,64000,123,False,True
0.4,1.6566732899871408,True,2_1_1_step,32,64000,123,False,True
0.41,1.281507732315491,True,2_1_1_step,32,64000,123,False,True
0.42,1.2368805473223083,True,2_1_1_step,32,64000,123,False,True
0.43,1.99731688442491,True,2_1_1_step,32,64000,123,False,True
0.44,2.3247041636075423,True,2_1_1_step,32,64000,123,False,True
0.45,1.718774772593263,True,2_1_1_step,32,64000,123,False,True
0.46,3.024189454314738,True,2_1_1_step,32,64000,123,False,True
0.47,3.0422552453803604,True,2_1_1_step,32,64000,123,False,True
0.48,2.695740890259061,True,2_1_1_step,32,64000,123,False,True
0.49,1.247784065523241,False,2_1_1_step,32,64000,123,False,True
0.5,1.2135969587819715,True,2_1_1_step,32,64000,123,False,True
0.0,0.0204841421841269,True,1_2,32,24000,123,True,True
0.01,0.0203107231654619,True,1_2,32,24000,123,True,True
0.02,0.020942852458361,True,1_2,32,24000,123,True,True
0.03,0.0200882549633884,True,1_2,32,24000,123,True,True
0.04,0.0200135429561863,True,1_2,32,24000,123,True,True
0.05,0.0196729876188259,True,1_2,32,24000,123,True,True
0.06,0.0199531368607971,True,1_2,32,24000,123,True,True
0.07,0.0201114548242332,True,1_2,32,24000,123,True,True
0.08,0.0211123998827003,True,1_2,32,24000,123,True,True
0.09,0.0223370692174984,True,1_2,32,24000,123,True,True
0.1,0.025188599446168,True,1_2,32,24000,123,True,True
0.11,0.0307967270852753,True,1_2,32,24000,123,True,True
0.12,0.0368113186545032,True,1_2,32,24000,123,True,True
0.13,0.0431702605904788,True,1_2,32,24000,123,True,True
0.14,0.0498311836414672,True,1_2,32,24000,123,True,True
0.15,0.0600623888509678,True,1_2,32,24000,123,True,True
0.16,0.063951745846904,True,1_2,32,24000,123,True,True
0.17,0.0626380621644714,True,1_2,32,24000,123,True,True
0.18,0.0591980188916046,True,1_2,32,24000,123,True,True
0.19,0.0604366800230528,True,1_2,32,24000,123,True,True
0.2,0.0662152822991271,True,1_2,32,24000,123,True,True
0.21,0.0705511419161956,True,1_2,32,24000,123,True,True
0.22,0.0718491032713508,True,1_2,32,24000,123,True,True
0.23,0.0752606992510698,True,1_2,32,24000,123,True,True
0.24,0.0821640119698616,True,1_2,32,24000,123,True,True
0.25,0.0975837458558457,True,1_2,32,24000,123,True,True
0.26,0.1078622487985321,True,1_2,32,24000,123,True,True
0.27,0.1154537220004481,True,1_2,32,24000,123,True,True
0.28,0.1196119436880441,True,1_2,32,24000,123,True,True
0.29,0.1218315110906369,True,1_2,32,24000,123,True,True
0.3,0.1359083640407622,True,1_2,32,24000,123,True,True
0.31,0.1411463894146165,True,1_2,32,24000,123,True,True
0.32,0.1388718410124736,True,1_2,32,24000,123,True,True
0.33,0.1282777528896381,True,1_2,32,24000,123,True,True
0.34,0.092519809856389,True,1_2,32,24000,123,True,True
0.35,0.0911649405709355,True,1_2,32,24000,123,True,True
0.36,0.0988690227407517,True,1_2,32,24000,123,True,True
0.37,0.1071370764397879,True,1_2,32,24000,123,True,True
0.38,0.0987483838487087,True,1_2,32,24000,123,True,True
0.39,0.0909628763897457,True,1_2,32,24000,123,True,True
0.4,0.1082522439398524,True,1_2,32,24000,123,True,True
0.41,0.1074419912092793,True,1_2,32,24000,123,True,True
0.42,0.0924158871322368,True,1_2,32,24000,123,True,True
0.43,0.0807788935358995,True,1_2,32,24000,123,True,True
0.44,0.0714521340069071,True,1_2,32,24000,123,True,True
0.45,0.0453376907529173,True,1_2,32,24000,123,True,True
0.46,0.0306135512809152,True,1_2,32,24000,123,True,True
0.47,0.0247606250196642,True,1_2,32,24000,123,True,True
0.48,0.022812944749859,True,1_2,32,24000,123,True,True
0.49,0.0221346704803353,True,1_2,32,24000,123,True,True
0.5,0.0218628100541205,True,1_2,32,24000,123,True,True
0.0,0.0651613950108118,True,2_1_1,8,24000,123,False,True
0.01,0.0647549314894089,True,2_1_1,8,24000,123,False,True
0.02,0.0655436360366303,False,2_1_1,8,24000,123,False,True
0.03,0.0636737426838506,False,2_1_1,8,24000,123,False,True
0.04,0.0630492170827234,True,2_1_1,8,24000,123,False,True
0.05,0.0621132165191485,False,2_1_1,8,24000,123,False,True
0.06,0.0625607251963271,False,2_1_1,8,24000,123,False,True
0.07,0.0638085214955046,True,2_1_1,8,24000,123,False,True
0.08,0.0681452639013304,True,2_1_1,8,24000,123,False,True
0.09,0.0747308876268551,True,2_1_1,8,24000,123,False,True
0.1,0.0849722448871765,True,2_1_1,8,24000,123,False,True
0.11,0.0975725709424031,True,2_1_1,8,24000,123,False,True
0.12,0.1079087292797677,True,2_1_1,8,24000,123,False,True
0.13,0.1144596865476302,True,2_1_1,8,24000,123,False,True
0.14,0.1289089462092204,True,2_1_1,8,24000,123,False,True
0.15,0.1538400211562261,True,2_1_1,8,24000,123,False,True
0.16,0.1653551573525169,True,2_1_1,8,24000,123,False,True
0.17,0.1680980105815478,False,2_1_1,8,24000,123,False,True
0.18,0.1764896045968733,True,2_1_1,8,24000,123,False,True
0.19,0.2083128754051193,True,2_1_1,8,24000,123,False,True
0.2,0.2477285928333551,False,2_1_1,8,24000,123,False,False
0.21,0.2632188645241552,False,2_1_1,8,24000,123,False,False
0.22,0.2580473596957212,False,2_1_1,8,24000,123,False,False
0.23,0.2518898782858975,False,2_1_1,8,24000,123,False,False
0.24,0.2558607531267524,False,2_1_1,8,24000,123,False,False
0.25,0.2811759293434764,False,2_1_1,8,24000,123,False,False
0.26,0.2860131691429934,False,2_1_1,8,24000,123,False,False
0.27,0.2811926899449747,False,2_1_1,8,24000,123,False,False
0.28,0.2766697665895555,False,2_1_1,8,24000,123,False,False
0.29,0.2729801225044441,False,2_1_1,8,24000,123,False,False
0.3,0.2928024749339154,False,2_1_1,8,24000,123,False,False
0.31,0.3000015634505707,False,2_1_1,8,24000,123,False,False
0.32,0.2868434344049784,False,2_1_1,8,24000,123,False,False
0.33,0.2658101576997915,True,2_1_1,8,24000,123,False,True
0.34,0.2007111739516457,False,2_1_1,8,24000,123,False,True
0.35,0.1952208612071935,False,2_1_1,8,24000,123,False,True
0.36,0.2028914483790873,True,2_1_1,8,24000,123,False,True
