tp,rmse,train_data,run_id,ld,s,seed,contrastive,train_phase
0.12,0.0310209891386267,False,3_3,32,24000,123,False,False
0.13,0.0334136358523966,False,3_3,32,24000,123,False,False
0.14,0.0347475181869027,False,3_3,32,24000,123,False,False
0.15,0.0396820860104244,False,3_3,32,24000,123,False,False
0.16,0.033708858955614,False,3_3,32,24000,123,False,False
0.17,0.028042783637067,False,3_3,32,24000,123,False,False
0.18,0.0223936590575819,False,3_3,32,24000,123,False,False
0.19,0.021584062053785,False,3_3,32,24000,123,False,False
0.2,0.0220514606370927,False,3_3,32,24000,123,False,False
0.21,0.0234668584015941,False,3_3,32,24000,123,False,False
0.22,0.0257927374774845,False,3_3,32,24000,123,False,False
0.23,0.0303380947053128,False,3_3,32,24000,123,False,False
0.24,0.0339134496897801,False,3_3,32,24000,123,False,False
0.25,0.0391422445174737,False,3_3,32,24000,123,False,False
0.26,0.043711807157847,False,3_3,32,24000,123,False,False
0.27,0.0498868613930088,False,3_3,32,24000,123,False,False
0.28,0.0509690838168569,False,3_3,32,24000,123,False,False
0.29,0.0500658170535885,False,3_3,32,24000,123,False,False
0.3,0.0528070905557745,False,3_3,32,24000,123,False,False
0.31,0.0441509449714775,False,3_3,32,24000,123,False,False
0.32,0.0374924694858279,False,3_3,32,24000,123,False,False
0.33,0.0299489592649665,True,3_3,32,24000,123,False,True
0.34,0.0063116254150922,False,3_3,32,24000,123,False,True
0.35,0.0070016627013434,False,3_3,32,24000,123,False,True
0.36,0.0070841115565828,True,3_3,32,24000,123,False,True
0.37,0.006944979980009,True,3_3,32,24000,123,False,True
0.38,0.006585247443811,True,3_3,32,24000,123,False,True
0.39,0.0063998782946637,True,3_3,32,24000,123,False,True
0.4,0.0063596506790914,False,3_3,32,24000,123,False,True
0.41,0.0063358704944372,True,3_3,32,24000,123,False,True
0.42,0.0063478349015123,True,3_3,32,24000,123,False,True
0.43,0.0064301993928826,True,3_3,32,24000,123,False,True
0.44,0.0065812929878197,True,3_3,32,24000,123,False,True
0.45,0.0067746783555373,True,3_3,32,24000,123,False,True
0.46,0.0070088160593733,True,3_3,32,24000,123,False,True
0.47,0.0071133954554808,True,3_3,32,24000,123,False,True
0.48,0.0068417673676522,True,3_3,32,24000,123,False,True
0.49,0.0064216373809945,False,3_3,32,24000,123,False,True
0.5,0.0061421676426792,True,3_3,32,24000,123,False,True
0.0,0.0077380761520788,False,2_2_1,32,24000,123,False,False
0.01,0.007614877508706,False,2_2_1,32,24000,123,False,False
0.02,0.0085310965804099,False,2_2_1,32,24000,123,False,False
0.03,0.0077525362134474,False,2_2_1,32,24000,123,False,False
0.04,0.0079929885297452,False,2_2_1,32,24000,123,False,False
0.05,0.0079287947378502,False,2_2_1,32,24000,123,False,False
0.06,0.0087787374620483,False,2_2_1,32,24000,123,False,False
0.07,0.0092976666506569,False,2_2_1,32,24000,123,False,False
0.08,0.011150674754986,False,2_2_1,32,24000,123,False,False
0.09,0.0126595369072534,False,2_2_1,32,24000,123,False,False
0.1,0.0161932317447133,False,2_2_1,32,24000,123,False,False
0.11,0.022701871815825,False,2_2_1,32,24000,123,False,False
0.12,0.0292920586476174,False,2_2_1,32,24000,123,False,False
0.13,0.030461531095178,False,2_2_1,32,24000,123,False,False
0.14,0.0313755965534378,False,2_2_1,32,24000,123,False,False
0.15,0.0376805900382426,False,2_2_1,32,24000,123,False,False
0.16,0.0314822959124655,False,2_2_1,32,24000,123,False,False
0.17,0.0241957091781504,False,2_2_1,32,24000,123,False,False
0.18,0.0154067001408303,False,2_2_1,32,24000,123,False,False
0.19,0.0104193731183925,False,2_2_1,32,24000,123,False,False
0.2,0.0080696461298428,True,2_2_1,32,24000,123,False,True
0.21,0.0072246363615247,False,2_2_1,32,24000,123,False,True
0.22,0.007018766588497,True,2_2_1,32,24000,123,False,True
0.23,0.0073001093023505,True,2_2_1,32,24000,123,False,True
0.24,0.007615970528421,False,2_2_1,32,24000,123,False,True
0.25,0.0084245415311419,True,2_2_1,32,24000,123,False,True
0.26,0.0094487456555826,False,2_2_1,32,24000,123,False,True
0.27,0.0114625525892084,True,2_2_1,32,24000,123,False,True
0.28,0.0116521474591426,True,2_2_1,32,24000,123,False,True
0.29,0.0111394983414629,True,2_2_1,32,24000,123,False,True
0.3,0.0126556805233798,True,2_2_1,32,24000,123,False,True
0.31,0.0109644119888117,True,2_2_1,32,24000,123,False,True
0.32,0.0104056160877179,True,2_2_1,32,24000,123,False,True
0.33,0.0095509356148543,True,2_2_1,32,24000,123,False,True
0.34,0.0058296047811714,False,2_2_1,32,24000,123,False,True
0.35,0.0068693566170686,False,2_2_1,32,24000,123,False,True
0.36,0.0070017751231992,True,2_2_1,32,24000,123,False,True
0.37,0.0068875176358664,True,2_2_1,32,24000,123,False,True
0.38,0.0064111562695643,True,2_2_1,32,24000,123,False,True
0.39,0.0060963883621565,True,2_2_1,32,24000,123,False,True
0.4,0.0059407331153726,True,2_2_1,32,24000,123,False,True
0.41,0.0058732180059311,True,2_2_1,32,24000,123,False,True
0.42,0.0058585200357042,True,2_2_1,32,24000,123,False,True
0.43,0.0059150526336238,True,2_2_1,32,24000,123,False,True
0.44,0.0060367521599708,True,2_2_1,32,24000,123,False,True
0.45,0.0062002022138811,True,2_2_1,32,24000,123,False,True
0.46,0.0064091723826297,True,2_2_1,32,24000,123,False,True
0.47,0.0065260297412131,True,2_2_1,32,24000,123,False,True
0.48,0.0063557627142271,True,2_2_1,32,24000,123,False,True
0.49,0.0061595881388965,False,2_2_1,32,24000,123,False,True
0.5,0.0067045259340519,True,2_2_1,32,24000,123,False,True
0.0,0.00671997446471,True,2_3_1,32,24000,106,False,True
0.01,0.0067015434709034,False,2_3_1,32,24000,106,False,True
0.02,0.0068239443369714,True,2_3_1,32,24000,106,False,True
0.03,0.006705930403692,False,2_3_1,32,24000,106,False,True
0.04,0.0067223530934123,False,2_3_1,32,24000,106,False,True
0.05,0.006714334636209,True,2_3_1,32,24000,106,False,True
0.06,0.0067684217176192,True,2_3_1,32,24000,106,False,True
0.07,0.0067964382972507,True,2_3_1,32,24000,106,False,True
0.08,0.0068851516314575,True,2_3_1,32,24000,106,False,True
0.09,0.006949447176013,True,2_3_1,32,24000,106,False,True
0.1,0.0071097476678354,True,2_3_1,32,24000,106,False,True
0.11,0.0075336124789419,True,2_3_1,32,24000,106,False,True
0.12,0.0081650505721906,False,2_3_1,32,24000,106,False,True
0.13,0.0081552300933268,True,2_3_1,32,24000,106,False,True
0.14,0.0081909853059461,True,2_3_1,32,24000,106,False,True
0.15,0.0093752500145134,True,2_3_1,32,24000,106,False,True
0.16,0.0090626588953107,False,2_3_1,32,24000,106,False,True
0.17,0.0083263658081449,True,2_3_1,32,24000,106,False,True
0.18,0.0075892904311311,True,2_3_1,32,24000,106,False,True
0.19,0.0073980134124992,True,2_3_1,32,24000,106,False,True
0.2,0.0073358141188512,True,2_3_1,32,24000,106,False,True
0.21,0.0072982677900158,True,2_3_1,32,24000,106,False,True
0.22,0.0073189153502653,True,2_3_1,32,24000,106,False,True
0.23,0.007648098398429,True,2_3_1,32,24000,106,False,True
0.24,0.0080645886996179,True,2_3_1,32,24000,106,False,True
0.25,0.0091540355356762,True,2_3_1,32,24000,106,False,True
0.26,0.0106920033137401,True,2_3_1,32,24000,106,False,True
0.27,0.0137718056801431,True,2_3_1,32,24000,106,False,True
0.28,0.0144648165188383,True,2_3_1,32,24000,106,False,True
0.29,0.0141203152385899,True,2_3_1,32,24000,106,False,True
0.3,0.0168071276140947,False,2_3_1,32,24000,106,False,True
0.31,0.0148260812313172,False,2_3_1,32,24000,106,False,True
0.32,0.0143567108851942,True,2_3_1,32,24000,106,False,True
0.33,0.0132129906823381,False,2_3_1,32,24000,106,False,False
0.34,0.006202871313051,False,2_3_1,32,24000,106,False,False
0.35,0.0121318045557335,False,2_3_1,32,24000,106,False,False
0.36,0.0129762196389753,False,2_3_1,32,24000,106,False,False
0.37,0.0128177590043731,False,2_3_1,32,24000,106,False,False
0.38,0.0104669807601829,False,2_3_1,32,24000,106,False,False
0.39,0.008367967710571,False,2_3_1,32,24000,106,False,False
0.4,0.0067047959642649,False,2_3_1,32,24000,106,False,False
0.41,0.0062211242474246,False,2_3_1,32,24000,106,False,False
0.42,0.0061730852283189,False,2_3_1,32,24000,106,False,False
0.43,0.0062405192042525,False,2_3_1,32,24000,106,False,False
0.44,0.0063845326999067,False,2_3_1,32,24000,106,False,False
0.45,0.0067292389619814,False,2_3_1,32,24000,106,False,False
0.46,0.0081890218708587,False,2_3_1,32,24000,106,False,False
0.47,0.0123372763027662,False,2_3_1,32,24000,106,False,False
0.48,0.0145683887340909,False,2_3_1,32,24000,106,False,False
0.49,0.0149869027597941,False,2_3_1,32,24000,106,False,False
0.5,0.0150777602615046,False,2_3_1,32,24000,106,False,False
0.0,0.0070236978061331,True,2_3_1,32,24000,157,False,True
0.01,0.0069863755734482,False,2_3_1,32,24000,157,False,True
0.02,0.0072321955957533,True,2_3_1,32,24000,157,False,True
0.03,0.0069774921876534,True,2_3_1,32,24000,157,False,True
0.04,0.0069901686720983,True,2_3_1,32,24000,157,False,True
0.05,0.0069560862513396,True,2_3_1,32,24000,157,False,True
0.06,0.0070205164690897,True,2_3_1,32,24000,157,False,True
0.07,0.0070336977931041,True,2_3_1,32,24000,157,False,True
0.08,0.0071235219397847,False,2_3_1,32,24000,157,False,True
0.09,0.0071723140419193,True,2_3_1,32,24000,157,False,True
0.1,0.0073093141903021,False,2_3_1,32,24000,157,False,True
0.11,0.0076869970308707,True,2_3_1,32,24000,157,False,True
0.12,0.0083974153083357,True,2_3_1,32,24000,157,False,True
0.13,0.0084666248872261,True,2_3_1,32,24000,157,False,True
0.14,0.008570636995355,False,2_3_1,32,24000,157,False,True
0.15,0.0097362737040404,True,2_3_1,32,24000,157,False,True
0.16,0.0091643524674654,True,2_3_1,32,24000,157,False,True
0.17,0.008564980842454,True,2_3_1,32,24000,157,False,True
0.18,0.0082506337547611,True,2_3_1,32,24000,157,False,True
0.19,0.0083411646608613,True,2_3_1,32,24000,157,False,True
0.2,0.0085811261268679,False,2_3_1,32,24000,157,False,True
0.21,0.0086678345651152,True,2_3_1,32,24000,157,False,True
0.22,0.0086631007955484,False,2_3_1,32,24000,157,False,True
0.23,0.0089620877693954,True,2_3_1,32,24000,157,False,True
0.24,0.0093641276947011,True,2_3_1,32,24000,157,False,True
0.25,0.010583667844156,True,2_3_1,32,24000,157,False,True
0.26,0.0118130716014525,True,2_3_1,32,24000,157,False,True
0.27,0.0139452513499421,True,2_3_1,32,24000,157,False,True
0.28,0.0145054919404503,True,2_3_1,32,24000,157,False,True
0.29,0.0144985718974346,True,2_3_1,32,24000,157,False,True
0.3,0.0166039192293695,True,2_3_1,32,24000,157,False,True
0.31,0.0148939207797442,False,2_3_1,32,24000,157,False,True
0.32,0.0140044205472836,True,2_3_1,32,24000,157,False,True
0.33,0.0128933349928195,False,2_3_1,32,24000,157,False,False
0.34,0.0075001425988842,False,2_3_1,32,24000,157,False,False
0.35,0.0121146329971171,False,2_3_1,32,24000,157,False,False
0.36,0.0123631715037464,False,2_3_1,32,24000,157,False,False
0.37,0.012002921626992,False,2_3_1,32,24000,157,False,False
0.38,0.0103023064365002,False,2_3_1,32,24000,157,False,False
0.39,0.0086412071820495,False,2_3_1,32,24000,157,False,False
0.4,0.0081005706956663,False,2_3_1,32,24000,157,False,False
0.41,0.0077021969100716,False,2_3_1,32,24000,157,False,False
0.42,0.0072140533072072,False,2_3_1,32,24000,157,False,False
0.43,0.0070196995856692,False,2_3_1,32,24000,157,False,False
0.44,0.0071985739370737,False,2_3_1,32,24000,157,False,False
0.45,0.0070720459931098,False,2_3_1,32,24000,157,False,False
0.46,0.007368473645607,False,2_3_1,32,24000,157,False,False
0.47,0.0082595823439802,False,2_3_1,32,24000,157,False,False
0.48,0.0088143396254861,False,2_3_1,32,24000,157,False,False
0.49,0.0089782506036571,False,2_3_1,32,24000,157,False,False
0.5,0.0095929262547054,False,2_3_1,32,24000,157,False,False
0.0,0.0068821722511386,True,2_3_1,32,24000,123,False,True
0.01,0.0068406799749134,True,2_3_1,32,24000,123,False,True
0.02,0.0070971391000919,False,2_3_1,32,24000,123,False,True
0.03,0.0068238725672422,False,2_3_1,32,24000,123,False,True
0.04,0.0068315181812861,True,2_3_1,32,24000,123,False,True
0.05,0.0067996830521582,False,2_3_1,32,24000,123,False,True
0.06,0.0068536588893213,False,2_3_1,32,24000,123,False,True
0.07,0.0068708883547801,True,2_3_1,32,24000,123,False,True
0.08,0.0069516983274187,True,2_3_1,32,24000,123,False,True
0.09,0.007005197628149,True,2_3_1,32,24000,123,False,True
0.1,0.0071366271528144,True,2_3_1,32,24000,123,False,True
0.11,0.0074747013181542,True,2_3_1,32,24000,123,False,True
0.12,0.0080136618084262,True,2_3_1,32,24000,123,False,True
0.13,0.0080468627808829,True,2_3_1,32,24000,123,False,True
0.14,0.008056469454597,True,2_3_1,32,24000,123,False,True
0.15,0.0089541117808821,True,2_3_1,32,24000,123,False,True
0.16,0.0086840787178274,True,2_3_1,32,24000,123,False,True
0.17,0.0081963652804749,False,2_3_1,32,24000,123,False,True
0.18,0.0077374762524549,True,2_3_1,32,24000,123,False,True
0.19,0.0077224495698693,True,2_3_1,32,24000,123,False,True
0.2,0.0077483068049255,True,2_3_1,32,24000,123,False,True
0.21,0.0078136419153591,True,2_3_1,32,24000,123,False,True
0.22,0.0079830805799062,True,2_3_1,32,24000,123,False,True
0.23,0.0085772687272549,True,2_3_1,32,24000,123,False,True
0.24,0.0090394654782144,False,2_3_1,32,24000,123,False,True
0.25,0.0100325693133055,True,2_3_1,32,24000,123,False,True
0.26,0.011129628474135,False,2_3_1,32,24000,123,False,True
0.27,0.013261967054087,True,2_3_1,32,24000,123,False,True
0.28,0.0131729416087855,True,2_3_1,32,24000,123,False,True
0.29,0.0121270170391539,True,2_3_1,32,24000,123,False,True
0.3,0.0133266940365775,True,2_3_1,32,24000,123,False,True
0.31,0.0113362283144653,True,2_3_1,32,24000,123,False,True
0.32,0.0107388910850887,True,2_3_1,32,24000,123,False,True
0.33,0.0098792356279298,False,2_3_1,32,24000,123,False,False
0.34,0.0062622454132756,False,2_3_1,32,24000,123,False,False
0.35,0.0106497097181994,False,2_3_1,32,24000,123,False,False
0.36,0.0115991988245376,False,2_3_1,32,24000,123,False,False
0.37,0.0116114379492856,False,2_3_1,32,24000,123,False,False
0.38,0.0098914247533006,False,2_3_1,32,24000,123,False,False
0.39,0.0081241470657949,False,2_3_1,32,24000,123,False,False
0.4,0.006765065419741,False,2_3_1,32,24000,123,False,False
0.41,0.0062782075134331,False,2_3_1,32,24000,123,False,False
0.42,0.0062308972393538,False,2_3_1,32,24000,123,False,False
0.43,0.0063114196137745,False,2_3_1,32,24000,123,False,False
0.44,0.006467695864486,False,2_3_1,32,24000,123,False,False
0.45,0.0067719969148692,False,2_3_1,32,24000,123,False,False
0.46,0.0076915951166056,False,2_3_1,32,24000,123,False,False
0.47,0.0099160299541319,False,2_3_1,32,24000,123,False,False
0.48,0.0110430282023596,False,2_3_1,32,24000,123,False,False
0.49,0.011215462600855,False,2_3_1,32,24000,123,False,False
0.5,0.0114590868083356,False,2_3_1,32,24000,123,False,False
