run_id,ld,s,tp,rmse,train_data
3_3,32,24000,0.0,0.007737709349777916,False
3_3,32,24000,0.01,0.007661705761111326,False
3_3,32,24000,0.02,0.008315266274046123,False
3_3,32,24000,0.03,0.007791984035475212,False
3_3,32,24000,0.04,0.007992258838475012,False
3_3,32,24000,0.05,0.00798091601376701,False
3_3,32,24000,0.06,0.008657538209565352,False
3_3,32,24000,0.07,0.009121643727205307,False
3_3,32,24000,0.08,0.010729040233821626,False
3_3,32,24000,0.09,0.012377436570763857,False
3_3,32,24000,0.1,0.01635035463807962,False
3_3,32,24000,0.11,0.02362446636192986,False
3_3,32,24000,0.12,0.031020989138626765,False
3_3,32,24000,0.13,0.0334136358523966,False
3_3,32,24000,0.14,0.034747518186902776,False
3_3,32,24000,0.15,0.03968208601042443,False
3_3,32,24000,0.16,0.03370885895561401,False
3_3,32,24000,0.17,0.028042783637067064,False
3_3,32,24000,0.18,0.022393659057581908,False
3_3,32,24000,0.19,0.02158406205378507,False
3_3,32,24000,0.2,0.022051460637092738,False
3_3,32,24000,0.21,0.023466858401594144,False
3_3,32,24000,0.22,0.025792737477484597,False
3_3,32,24000,0.23,0.03033809470531289,False
3_3,32,24000,0.24,0.03391344968978013,False
3_3,32,24000,0.25,0.039142244517473716,False
3_3,32,24000,0.26,0.04371180715784704,False
3_3,32,24000,0.27,0.0498868613930088,False
3_3,32,24000,0.28,0.05096908381685693,False
3_3,32,24000,0.29,0.05006581705358854,False
3_3,32,24000,0.3,0.052807090555774545,False
3_3,32,24000,0.31,0.04415094497147759,False
3_3,32,24000,0.32,0.037492469485827934,False
3_3,32,24000,0.33,0.02994895926496659,True
3_3,32,24000,0.34,0.006311625415092239,False
3_3,32,24000,0.35,0.007001662701343442,False
3_3,32,24000,0.36,0.0070841115565828845,True
3_3,32,24000,0.37,0.006944979980009057,True
3_3,32,24000,0.38,0.006585247443811025,True
3_3,32,24000,0.39,0.006399878294663761,True
3_3,32,24000,0.4,0.0063596506790914295,False
3_3,32,24000,0.41,0.006335870494437216,True
3_3,32,24000,0.42,0.006347834901512327,True
3_3,32,24000,0.43,0.006430199392882694,True
3_3,32,24000,0.44,0.006581292987819776,True
3_3,32,24000,0.45,0.006774678355537337,True
3_3,32,24000,0.46,0.0070088160593733025,True
3_3,32,24000,0.47,0.007113395455480894,True
3_3,32,24000,0.48,0.006841767367652238,True
3_3,32,24000,0.49,0.00642163738099456,False
3_3,32,24000,0.5,0.006142167642679241,True
