run_id,ld,s,tp,rmse,train_data
2_1_1,20,24000,0.0,0.01978565081855115,True
2_1_1,20,24000,0.01,0.019667866899905212,True
2_1_1,20,24000,0.02,0.020090960653878585,False
2_1_1,20,24000,0.03,0.019511256153438974,False
2_1_1,20,24000,0.04,0.019460132893577807,True
2_1_1,20,24000,0.05,0.019239301748234943,False
2_1_1,20,24000,0.06,0.019493705472284937,False
2_1_1,20,24000,0.07,0.019736706846710646,True
2_1_1,20,24000,0.08,0.020690889718569958,True
2_1_1,20,24000,0.09,0.022136424926422406,True
2_1_1,20,24000,0.1,0.02531825848156022,True
2_1_1,20,24000,0.11,0.03048212614422724,True
2_1_1,20,24000,0.12,0.0364004537685247,True
2_1_1,20,24000,0.13,0.041805745080301084,True
2_1_1,20,24000,0.14,0.04713387839632117,True
2_1_1,20,24000,0.15,0.05542936999340768,True
2_1_1,20,24000,0.16,0.05839359063259406,True
2_1_1,20,24000,0.17,0.05993719792973783,False
2_1_1,20,24000,0.18,0.06423716880745425,True
2_1_1,20,24000,0.19,0.0766767785477547,True
2_1_1,20,24000,0.2,0.09309227615868339,False
2_1_1,20,24000,0.21,0.09953048146152862,False
2_1_1,20,24000,0.22,0.09865401889390168,False
2_1_1,20,24000,0.23,0.1017903851104335,False
2_1_1,20,24000,0.24,0.11231393603143755,False
2_1_1,20,24000,0.25,0.136602336079845,False
2_1_1,20,24000,0.26,0.1512794235588377,False
2_1_1,20,24000,0.27,0.15724452036944636,False
2_1_1,20,24000,0.28,0.15885250989524713,False
2_1_1,20,24000,0.29,0.1606995685945648,False
2_1_1,20,24000,0.3,0.1737605267465035,False
2_1_1,20,24000,0.31,0.17538842858755485,False
2_1_1,20,24000,0.32,0.17132481113567646,False
2_1_1,20,24000,0.33,0.15869361890267508,True
2_1_1,20,24000,0.34,0.10073937492404368,False
2_1_1,20,24000,0.35,0.09651951102870408,False
2_1_1,20,24000,0.36,0.0956788318918583,True
2_1_1,20,24000,0.37,0.10038151869185544,True
2_1_1,20,24000,0.38,0.09457045936686165,True
2_1_1,20,24000,0.39,0.09003611362106072,True
2_1_1,20,24000,0.4,0.10710842667978956,True
2_1_1,20,24000,0.41,0.10250419027946335,True
2_1_1,20,24000,0.42,0.083849393260893,True
2_1_1,20,24000,0.43,0.07306384718827891,True
2_1_1,20,24000,0.44,0.06276015542517835,True
2_1_1,20,24000,0.45,0.044083968326876215,True
2_1_1,20,24000,0.46,0.029549667184619207,True
2_1_1,20,24000,0.47,0.02421022339961879,True
2_1_1,20,24000,0.48,0.023107515241605002,True
2_1_1,20,24000,0.49,0.02091974144573728,False
2_1_1,20,24000,0.5,0.01847775303501075,True
