run_id,ld,s,tp,rmse,train_data
3_1,32,24000,0.0,0.013164409101793942,False
3_1,32,24000,0.01,0.012880054911410399,False
3_1,32,24000,0.02,0.01457846559095977,False
3_1,32,24000,0.03,0.01303531707047666,False
3_1,32,24000,0.04,0.013394288575477137,False
3_1,32,24000,0.05,0.013118370208372783,False
3_1,32,24000,0.06,0.01441803027940007,False
3_1,32,24000,0.07,0.014990381218311546,False
3_1,32,24000,0.08,0.01724476508065289,False
3_1,32,24000,0.09,0.018869901558967277,False
3_1,32,24000,0.1,0.022898241090239156,False
3_1,32,24000,0.11,0.030649696608130574,False
3_1,32,24000,0.12,0.03933019816057815,False
3_1,32,24000,0.13,0.04168499514272311,False
3_1,32,24000,0.14,0.04217730787778491,False
3_1,32,24000,0.15,0.04752762241610399,False
3_1,32,24000,0.16,0.038247393536704775,False
3_1,32,24000,0.17,0.028680187475306786,False
3_1,32,24000,0.18,0.018098770910561713,False
3_1,32,24000,0.19,0.01247603523707353,False
3_1,32,24000,0.2,0.009986430652848812,True
3_1,32,24000,0.21,0.00897371733575643,False
3_1,32,24000,0.22,0.008589639947017018,True
3_1,32,24000,0.23,0.008585127307969675,True
3_1,32,24000,0.24,0.008651128179439084,False
3_1,32,24000,0.25,0.008999101240809404,True
3_1,32,24000,0.26,0.009522877788779732,False
3_1,32,24000,0.27,0.010835521346210127,True
3_1,32,24000,0.28,0.010977424911030246,True
3_1,32,24000,0.29,0.010631318558230705,True
3_1,32,24000,0.3,0.01179386202853319,True
3_1,32,24000,0.31,0.0107144759840685,True
3_1,32,24000,0.32,0.010449218421815919,True
3_1,32,24000,0.33,0.009946285715138737,False
3_1,32,24000,0.34,0.00732229435439646,False
3_1,32,24000,0.35,0.010437053125592502,False
3_1,32,24000,0.36,0.011082586107560879,False
3_1,32,24000,0.37,0.011164746382036721,False
3_1,32,24000,0.38,0.010004201087115278,False
3_1,32,24000,0.39,0.008976690187958885,False
3_1,32,24000,0.4,0.00817655522635088,False
3_1,32,24000,0.41,0.007841375262113124,False
3_1,32,24000,0.42,0.007725637858394317,False
3_1,32,24000,0.43,0.007937627481687208,False
3_1,32,24000,0.44,0.008640922612297031,False
3_1,32,24000,0.45,0.010352872717006726,False
3_1,32,24000,0.46,0.014288822894749885,False
3_1,32,24000,0.47,0.021687404401921035,False
3_1,32,24000,0.48,0.02610570329460515,False
3_1,32,24000,0.49,0.028593348738604026,False
3_1,32,24000,0.5,0.031606251494099444,False
