run_id,ld,s,tp,rmse,train_data
2_2_2,32,24000,0.0,0.029084433616736433,False
2_2_2,32,24000,0.01,0.028754649566332887,False
2_2_2,32,24000,0.02,0.030570154174543427,False
2_2_2,32,24000,0.03,0.02885862523945928,False
2_2_2,32,24000,0.04,0.029226168025571292,False
2_2_2,32,24000,0.05,0.02895743711186446,False
2_2_2,32,24000,0.06,0.03055922991152239,False
2_2_2,32,24000,0.07,0.03164631550646453,False
2_2_2,32,24000,0.08,0.0347879150097386,False
2_2_2,32,24000,0.09,0.036921152943994,False
2_2_2,32,24000,0.1,0.04173737397581239,False
2_2_2,32,24000,0.11,0.05182962037569221,False
2_2_2,32,24000,0.12,0.06408425238256453,False
2_2_2,32,24000,0.13,0.07086514055038681,False
2_2_2,32,24000,0.14,0.07935759589453487,False
2_2_2,32,24000,0.15,0.09083400316112754,False
2_2_2,32,24000,0.16,0.08608928166644235,False
2_2_2,32,24000,0.17,0.07460900830209867,False
2_2_2,32,24000,0.18,0.05961652713786084,False
2_2_2,32,24000,0.19,0.05258902714208417,False
2_2_2,32,24000,0.2,0.053393692759107776,True
2_2_2,32,24000,0.21,0.0527822119333253,False
2_2_2,32,24000,0.22,0.048950418001347064,True
2_2_2,32,24000,0.23,0.047063479937411966,True
2_2_2,32,24000,0.24,0.05045484929884419,False
2_2_2,32,24000,0.25,0.0593538558632489,True
2_2_2,32,24000,0.26,0.06288502885172287,False
2_2_2,32,24000,0.27,0.06336985262081235,True
2_2_2,32,24000,0.28,0.06252806399002349,True
2_2_2,32,24000,0.29,0.06209952691266606,True
2_2_2,32,24000,0.3,0.06796583822589712,True
2_2_2,32,24000,0.31,0.06880148266633959,True
2_2_2,32,24000,0.32,0.06770358867405195,True
2_2_2,32,24000,0.33,0.06363783540191237,True
2_2_2,32,24000,0.34,0.05098912073057827,False
2_2_2,32,24000,0.35,0.05617025427528485,False
2_2_2,32,24000,0.36,0.05772007831932191,True
2_2_2,32,24000,0.37,0.06325893452938451,True
2_2_2,32,24000,0.38,0.05853305526296505,True
2_2_2,32,24000,0.39,0.05509763479350375,True
2_2_2,32,24000,0.4,0.06485132158621343,True
2_2_2,32,24000,0.41,0.06136249840430559,True
2_2_2,32,24000,0.42,0.05138461283984424,True
2_2_2,32,24000,0.43,0.04655880080072364,True
2_2_2,32,24000,0.44,0.04237168051471853,True
2_2_2,32,24000,0.45,0.0311187253105626,True
2_2_2,32,24000,0.46,0.025952146239620347,True
2_2_2,32,24000,0.47,0.023484500188411164,True
2_2_2,32,24000,0.48,0.021863394118014846,True
2_2_2,32,24000,0.49,0.021122535160249624,False
2_2_2,32,24000,0.5,0.021865492077862193,True
