run_id,ld,s,tp,rmse,train_data
2_1_1,32,8000,0.0,0.010202963895223634,True
2_1_1,32,8000,0.01,0.010123409128818877,True
2_1_1,32,8000,0.02,0.01034462094881548,False
2_1_1,32,8000,0.03,0.00997994593306643,False
2_1_1,32,8000,0.04,0.009904180089437803,True
2_1_1,32,8000,0.05,0.009692036397543765,False
2_1_1,32,8000,0.06,0.009756394610706627,False
2_1_1,32,8000,0.07,0.009869066173862726,True
2_1_1,32,8000,0.08,0.010475480644864586,True
2_1_1,32,8000,0.09,0.01137256482391767,True
2_1_1,32,8000,0.1,0.012950012318320556,True
2_1_1,32,8000,0.11,0.015314412667805309,True
2_1_1,32,8000,0.12,0.01803659828967718,True
2_1_1,32,8000,0.13,0.020050895021221635,True
2_1_1,32,8000,0.14,0.023730973243240753,True
2_1_1,32,8000,0.15,0.029306945471914623,True
2_1_1,32,8000,0.16,0.030591502629809295,True
2_1_1,32,8000,0.17,0.030413966633103362,False
2_1_1,32,8000,0.18,0.03196906891412765,True
2_1_1,32,8000,0.19,0.039407891040436016,True
2_1_1,32,8000,0.2,0.04914823380183662,False
2_1_1,32,8000,0.21,0.053336903305107174,False
2_1_1,32,8000,0.22,0.05348864487737109,False
2_1_1,32,8000,0.23,0.05585515438316215,False
2_1_1,32,8000,0.24,0.06109732699718834,False
2_1_1,32,8000,0.25,0.07383084020687244,False
2_1_1,32,8000,0.26,0.08398065792965805,False
2_1_1,32,8000,0.27,0.09008417882409599,False
2_1_1,32,8000,0.28,0.0924548649997203,False
2_1_1,32,8000,0.29,0.09357630162619203,False
2_1_1,32,8000,0.3,0.10137002167975018,False
2_1_1,32,8000,0.31,0.10143802826161746,False
2_1_1,32,8000,0.32,0.09836957303552189,False
2_1_1,32,8000,0.33,0.09059867999376235,True
2_1_1,32,8000,0.34,0.05142168670548732,False
2_1_1,32,8000,0.35,0.053334358802819413,False
2_1_1,32,8000,0.36,0.05365941186531685,True
2_1_1,32,8000,0.37,0.056448271176130965,True
2_1_1,32,8000,0.38,0.05073563126321895,True
2_1_1,32,8000,0.39,0.04437280110072744,True
2_1_1,32,8000,0.4,0.051910864723952205,True
2_1_1,32,8000,0.41,0.05309558204521825,True
2_1_1,32,8000,0.42,0.04270343665959309,True
2_1_1,32,8000,0.43,0.036263433469397394,True
2_1_1,32,8000,0.44,0.03074606134278183,True
2_1_1,32,8000,0.45,0.021036559638822967,True
2_1_1,32,8000,0.46,0.014295689829200766,True
2_1_1,32,8000,0.47,0.011714044143419162,True
2_1_1,32,8000,0.48,0.011035207178600496,True
2_1_1,32,8000,0.49,0.01022157989358496,False
2_1_1,32,8000,0.5,0.009031519374797814,True
